标题,来源,下载方式,链接
2018 JSNC建议：心脏结节病的18-F氟脱氧葡萄糖正电子发射断层成像检查（更新版）,"日本核心脏病学会(JSNC,Japanese Society of Nuclear Cardiology)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/18285
2019 法国临床指南：物理和康复医学中周围运动神经阻滞,"法国麻醉和重症医学学会(SFAR,French Society for Anaesthesia and Intensive Care)",站内免费下载,https://guide.medlive.cn/guideline/18293
2019 KASL临床实践指南：慢性乙型肝炎的管理,"韩国肝脏病研究学会(KASL,Korean Association for the Study of the Liver)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/18265
2019 ESGE指南：食管支架置入治疗良恶性疾病,"欧洲胃肠道内窥镜学会(ESGE,European Society of Gastrointestinal Endoscopy)",有其他版本第三方数据库下载,https://guide.medlive.cn/guideline/18281
肺功能检查报告规范——肺量计检查、支气管舒张试验、支气管激发试验,中国呼吸医师协会肺功能与临床呼吸生理工作委员会,会员可通过APP阅读,https://guide.medlive.cn/guideline/18524
2019专家建议：接受贝伐单抗治疗的卵巢癌和宫颈癌患者高血压的管理,国外肿瘤科相关专家小组（统称）,有解读站内免费下载,https://guide.medlive.cn/guideline/18272
2019 USPSTF建议声明：HIV感染的筛查,"美国预防医学工作组(USPSTF,U.S. Preventive Services Task Force)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/18258
2019 USPSTF建议声明：预防HIV感染的暴露前预防,"美国预防医学工作组(USPSTF,U.S. Preventive Services Task Force)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/18256
2019 昆士兰产科与新生儿临床指南：新生儿黄疸,"昆士兰卫生组织(QLD,Queensland Health)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/18351
2019 ESsCD指南：乳糜泻和其他麸质相关疾病,"欧洲乳糜泻研究学会(ESsCD,European Society for the Study of Coeliac Disease)",站内免费下载,https://guide.medlive.cn/guideline/18306
终末期肝病临床营养指南,"中华医学会肝病学分会(Chinese Society of Hepatology, CMA)",站内免费下载,https://guide.medlive.cn/guideline/18291
2019 CUA指南：神经源性下尿路功能障碍的诊断，管理和监测-概要,"加拿大泌尿外科协会(CUA,Canadian Urological Association)",有其他版本第三方数据库下载,https://guide.medlive.cn/guideline/18277
2019 专家共识声明：经皮冠脉介入治疗中血小板功能基因检测指导P2Y12受体抑制剂治疗,国外心血管相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/18296
2019 法国实践共识：宫内避孕,国外妇产科相关专家组（统称）,站内免费下载,https://guide.medlive.cn/guideline/18302
2019 SHM立场声明：超声引导下成人腰椎穿刺建议,"医院医学会(SHM,Society of Hospital Medicine)",第三方数据库下载,https://guide.medlive.cn/guideline/18401
2019 ASFA指南：治疗性血浆置换临床实践中的应用,"美国血浆透析学会(ASFA,American Society for Apheresis)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/20805
2019 ISUOG实践指南：胎儿生物学和成长的超声评估,"国际妇产科超声学会(ISUOG,International Society of Ultrasound in Obstetrics and Gynecology)",第三方数据库下载,https://guide.medlive.cn/guideline/18229
2019 临床实践指南：大疱性表皮松解的职业疗法,国外皮肤性病相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/18242
2019 FROGG建议：淋巴结阳性前列腺癌的放射治疗,"澳大利亚和新西兰泌尿生殖肿瘤放疗小组(FROGG,Australian and New Zealand Faculty of Radiation Oncology Genito-Urinary Group)",站内免费下载,https://guide.medlive.cn/guideline/18273
2019 AHA/HFSA科学声明：2型糖尿病和心衰,"美国心脏协会(AHA,American Heart Association)",站内免费下载,https://guide.medlive.cn/guideline/18231
2018 JSH实践指南：血液恶性肿瘤—淋巴瘤：滤泡性淋巴瘤,"日本血液学会(JSH,Japanese Society of Hematology)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/18241
2019 APASL共识建议：慢加急性肝衰竭（更新版）,"亚太肝脏研究学会(APASL,Asian-Pacific Association for the Study of the Liver)",有解读有翻译有其他版本第三方数据库下载,https://guide.medlive.cn/guideline/18235
2019 多学科共识声明：Ⅲ期非小细胞肺癌患者的临床管理,国外肿瘤科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/18234
2019 KSID指南：抗生素在急性胃肠炎中的应用,"韩国感染病学会(KSID,Korean Society of Infectious Diseases)",有翻译站内免费下载,https://guide.medlive.cn/guideline/18424
中国卵巢上皮性癌维持治疗专家共识（2019）,中国抗癌协会妇科肿瘤专业委员会,有解读有其他版本站内免费下载,https://guide.medlive.cn/guideline/18226
2019 全球血管指南：慢性肢体缺血的管理,"血管外科学会(SVS,Society for Vascular Surgery)",站内免费下载,https://guide.medlive.cn/guideline/18217
2018 EULAR循证建议：痛风的诊断（更新版）,"欧洲抗风湿病联盟(EULAR,The European League Against Rheumatism)",有解读站内免费下载,https://guide.medlive.cn/guideline/18438
儿童遗尿症诊断和治疗中国专家共识,中华医学会小儿外科学分会,会员可通过APP阅读,https://guide.medlive.cn/guideline/18476
2019 ESMO临床实践指南：早期乳腺癌的诊断，治疗和随访,"欧洲肿瘤内科学会(ESMO,European Society for Medical Oncology)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/18214
耐药结核病化疗过程中药品不良反应处理的专家共识,《中国防痨杂志》编委会,站内免费下载,https://guide.medlive.cn/guideline/18224
2019 THANZ共识声明：肝素诱发血小板减少症的诊断和管理,"澳大利亚和新西兰血栓与止血学会(THANZ,Thrombosis and Haemostasis Society of Australia and New Zealand)",站内免费下载,https://guide.medlive.cn/guideline/18205
2019 IMWG共识建议：单克隆浆细胞疾病的影像学检查,"国际骨髓瘤工作组(IMWG,International Myeloma Working Group)",站内免费下载,https://guide.medlive.cn/guideline/18218
2019 RA临床实践指南：血液透析中心血液传播病毒的管理,"英国肾脏病协会(UKKA,UK Kidney Association)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/18369
2019 RA临床实践指南：慢性肾病营养不良,"英国肾脏病协会(UKKA,UK Kidney Association)",站内免费下载,https://guide.medlive.cn/guideline/18361
急性冠状动脉综合征患者早期抗栓治疗及院间转运专家共识,中华心血管病杂志（网络版）编辑委员会,会员可通过APP阅读,https://guide.medlive.cn/guideline/18227
肾康制剂（肾康注射液、肾康栓）治疗慢性肾脏病合理应用专家共识,中国中西医结合学会肾脏疾病专业委员会,站内免费下载,https://guide.medlive.cn/guideline/18210
2019 AHA科学声明：HIV携带者心血管疾病的特征，预防和管理,"美国心脏协会(AHA,American Heart Association)",站内免费下载,https://guide.medlive.cn/guideline/18194
2019 SOGC临床实践指南：辅助阴道分娩（No.381）,"加拿大妇产科医生协会(SOGC,Society of Obstetricians and Gynaecologists of Canada)",站内免费下载,https://guide.medlive.cn/guideline/18198
2019 BSG/UK-PSC指南：原发性硬化性胆管炎的诊断和治疗,"英国胃肠病学会(BSG,British Society of Gastroenterology)",有翻译站内免费下载,https://guide.medlive.cn/guideline/18206
2019 ERBP临床实践指南：成人血液透析患者动静脉瘘和移植物围术期和术后护理,"欧洲肾脏最佳临床实践(ERBP,European Renal Best Practice)",站内免费下载,https://guide.medlive.cn/guideline/18279
2019 BC指南：成人慢性肾脏病的识别，评估和管理（草案）,"不列颠哥伦比亚省临床实践指南中心(BC,Clinical Practice Guidelines and Protocols in British Columbia)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/18418
非酒精性脂肪性肝病中医诊疗指南（基层医生版）,中华中医药学会脾胃病分会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/19343
2019 WSES指南：食管急症,"世界急诊外科学会(WSES,World Society of Emergency Surgery)",站内免费下载,https://guide.medlive.cn/guideline/18230
2019 ESCMID/ECMM指南：新生儿和儿童侵袭性曲霉病的诊断和管理,"欧洲临床微生物与感染性疾病学会(ESCMID,European Society of Clinical Microbiology and Infectious Diseases)",站内免费下载,https://guide.medlive.cn/guideline/18262
2019 EBMT立场声明：淋巴瘤患者单倍体相合造血干细胞移植治疗,"欧洲血液和骨髓移植学会(EBMT,European Society for Blood and Marrow Transplantation)",站内免费下载,https://guide.medlive.cn/guideline/18196
2018 JSH实践指南：血液恶性肿瘤—淋巴瘤：概述,"日本血液学会(JSH,Japanese Society of Hematology)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/18209
2019 AIOM/SIN共识意见：慢性肾病或血液透析的癌症患者的靶向治疗管理,"意大利肿瘤医学协会(AIOM,Italian Association of Medical Oncology)",站内免费下载,https://guide.medlive.cn/guideline/18243
腹腔镜Roux-en-Y胃旁路术规范化手术操作指南（2019版）,"中国医师协会外科医师分会肥胖和糖尿病外科医师委员会(CSMBS,Chinese Society for Metabolic & Bariatric Surgery)",站内免费下载,https://guide.medlive.cn/guideline/19120
中国妇女孕前肥胖合并抑郁焦虑障碍诊治路径,中国妇女孕前肥胖诊治路径专家委员会,站内免费下载,https://guide.medlive.cn/guideline/18684
孕妇外周血胎儿游离DNA产前筛查实验室技术专家共识,中华人民共和国国家卫生健康委员会,站内VIP下载,https://guide.medlive.cn/guideline/18654
实体瘤病理数据集建设和数据标注质量控制专家意见（2019）,《实体瘤病理数据集建设和数据标注质量控制专家共识》筹备组,站内免费下载,https://guide.medlive.cn/guideline/18635
不全流产保守治疗专家共识,中华医学会计划生育学分会,会员可通过APP阅读,https://guide.medlive.cn/guideline/18620
现场救护第一目击者行动专家共识,中国老年保健协会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/18581
胃低级别上皮内瘤变规范化诊治专家共识（2019，北京）,北京医学会,站内免费下载,https://guide.medlive.cn/guideline/18560
胆道闭锁诊断及治疗指南（2018版）,中华医学会小儿外科学分会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/18553
雾化吸入在咽喉科疾病药物治疗中应用专家共识,中国耳鼻咽喉科相关专家组（统称）,站内免费下载,https://guide.medlive.cn/guideline/18552
中国糖尿病足防治指南（2019版）（Ⅳ）,"中华医学会糖尿病学分会(CDS,Chinese Diabetes Society)",有其他版本会员可通过APP阅读,https://guide.medlive.cn/guideline/18492
前列腺癌放射治疗安全共识,中国医促会泌尿健康促进分会,站内免费下载,https://guide.medlive.cn/guideline/18436
中国女性乳腺癌筛查指南,"中国抗癌协会(CACA,Chinese Anti-cancer Association)",有解读有其他版本站内免费下载,https://guide.medlive.cn/guideline/18432
老年患者慢性肌肉骨骼疼痛管理中国专家共识（2019）,中华医学会老年医学分会,站内免费下载,https://guide.medlive.cn/guideline/18395
慢性肾脏病合并丙型肝炎病毒感染诊断及治疗的专家共识,CKD合并HCV感染诊治共识专家委员会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/18377
产前筛查质量评价指标专家共识,中华人民共和国国家卫生健康委员会,站内VIP下载,https://guide.medlive.cn/guideline/18366
尸体器官捐献供体及器官评估和维护规范（2019版）,中华医学会器官移植学分会,站内免费下载,https://guide.medlive.cn/guideline/18353
器官移植病理学临床技术操作规范（2019版）——肝移植,中华医学会器官移植学分会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/18340
抗肿瘤药物处方审核专家共识—肺癌,中国抗癌协会肿瘤临床药学专业委员会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/18335
2019 WHO指南：疟疾媒介控制,"世界卫生组织(WHO,The World Health Organization)",站内免费下载,https://guide.medlive.cn/guideline/18333
器官移植受者侵袭性真菌病临床诊疗技术规范（2019版）,中华医学会器官移植学分会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/18332
器官移植免疫抑制剂临床应用技术规范（2019版）,中华医学会器官移植学分会,站内免费下载,https://guide.medlive.cn/guideline/18325
器官移植受者BK病毒感染和BK病毒性肾病临床诊疗规范（2019版）,中华医学会器官移植学分会,站内免费下载,https://guide.medlive.cn/guideline/18318
抗结核药物性肝损伤诊治指南（2019年版）,中华医学会结核病学分会,会员可通过APP阅读,https://guide.medlive.cn/guideline/18317
器官移植术后丙型肝炎病毒感染诊疗规范（2019版）,中华医学会器官移植学分会,站内免费下载,https://guide.medlive.cn/guideline/18311
中国乳腺癌新辅助治疗专家共识（2019年版）,中国乳腺癌新辅助治疗专家组,有其他版本站内免费下载,https://guide.medlive.cn/guideline/18204
中国儿童肥厚型心肌病诊断的专家共识,中华医学会儿科学分会心血管学组,站内免费下载,https://guide.medlive.cn/guideline/18215
高血压患者高容量负荷的评估和管理专家建议,《高血压患者高容量负荷的评估和管理专家建议》专家组,站内免费下载,https://guide.medlive.cn/guideline/18213
2019 SOGC委员会意见：产前确认小头畸形的调查和管理（No.380）,"加拿大妇产科医生协会(SOGC,Society of Obstetricians and Gynaecologists of Canada)",有解读站内免费下载,https://guide.medlive.cn/guideline/18186
2019 法国指南：莱姆螺旋体病和其他蜱传播疾病,"法国传染病学会(SPILF,French Infectious Diseases Society)",站内免费下载,https://guide.medlive.cn/guideline/18212
2019 ACR适宜性标准：疑似附件肿块，非急性症状,"美国放射学会(ACR,American College of Radiology)",站内免费下载,https://guide.medlive.cn/guideline/18396
2019 THS/TSOC共识：中心血压在高血压临床管理中的应用,"台湾高血压学会(THS,Taiwan Hypertension Society)",第三方数据库下载,https://guide.medlive.cn/guideline/18392
2019 ESPEN指南：家庭肠内营养,"欧洲临床营养和代谢学会(ESPEN,The European Society for Clinical Nutrition and Metabolism)",有解读有其他版本站内免费下载,https://guide.medlive.cn/guideline/18390
2019 TSOC指南：心衰的诊断和治疗（更新版）,"中国台湾心脏病学会(TSOC,Taiwan Society of Cardiology)",有其他版本第三方数据库下载,https://guide.medlive.cn/guideline/18387
2019 FIGO实用指南：妊娠早期子痫前期的筛查与预防,"国际妇产科联盟(FIGO,International Federation of Gynecology and Obstetrics)",有解读第三方数据库下载,https://guide.medlive.cn/guideline/20549
腰痛病居家康复上海地区专家共识,国家中医药管理局,站内免费下载,https://guide.medlive.cn/guideline/18238
特殊健康状态儿童预防接种专家共识之十九——免疫抑制剂与预防接种,上海市疾病预防控制中心,有其他版本站内免费下载,https://guide.medlive.cn/guideline/18240
2019 AST指南：实体器官移植受者侵袭性念珠菌病,"美国移植学会(AST,American Society of Transplantation)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/26334
"中国幽门螺杆菌根除与胃癌防控的专家共识意见（2019年,上海）",国家消化系疾病临床医学研究中心（上海）,会员可通过APP阅读,https://guide.medlive.cn/guideline/18569
2017 ECIL-7指南：恶性血液肿瘤和干细胞移植后巨细胞病毒感染的管理,"欧洲白血病感染会议(ECIL,European Conference on Infections in Leukaemia)",站内免费下载,https://guide.medlive.cn/guideline/18208
2019 AHA科学声明：儿童心肌病的分类和诊断,"美国心脏协会(AHA,American Heart Association)",站内免费下载,https://guide.medlive.cn/guideline/18160
2017 国际共识会议共识声明：减压颅骨切除术在外伤性脑损伤管理中的作用,国外神经外科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/18162
2019 ILAE共识报告：癫痫患者结构性磁共振检查的应用建议,"国际抗癫痫联盟(ILAE,International League Against Epilepsy)",有翻译站内免费下载,https://guide.medlive.cn/guideline/18173
2019 AAP/AAPD指南：儿童患者接受诊断和治疗程序性镇静前、期间以及后期的监测和管理,"美国儿科学会(AAP,American Academy of Pediatrics)",有其他版本第三方数据库下载,https://guide.medlive.cn/guideline/18180
中国儿童重症监护病房镇痛和镇静治疗专家共识（2018版）,中华医学会儿科学分会急救学组,有其他版本会员可通过APP阅读,https://guide.medlive.cn/guideline/18364
2019 UK指南：前列腺癌18F-fluciclovine PET/CT成像,国外影像科相关专家小组,站内免费下载,https://guide.medlive.cn/guideline/18190
2019 HFA/ESC专家共识：心力衰竭的药物治疗、程序、设备以及患者管理（更新版）,"欧洲心力衰竭协会(HFA,Heart Failure Association)",第三方数据库下载,https://guide.medlive.cn/guideline/18161
中国成人心力衰竭超声心动图规范化检查专家共识,国家老年医学中心,站内免费下载,https://guide.medlive.cn/guideline/18170
2019 临床专家共识：复杂高危PCI过程中应用经皮左心室辅助支持装置,意大利介入心脏病学会(Italian Society of Interventional Cardiology),站内免费下载,https://guide.medlive.cn/guideline/18671
2019 ICS指南：急性呼吸窘迫综合征的管理,"英国重症监护协会(ICS,the intensive care society)",站内免费下载,https://guide.medlive.cn/guideline/18403
2019 EAST实践管理指南：应用促进剂治疗成人手术患者肠梗阻,"美国东部创伤外科学会(EAST,The Eastern Association for the Surgery of Trauma)",站内免费下载,https://guide.medlive.cn/guideline/18174
2019 法国指南：下肢外周动脉疾病门诊血管内手术,"法国血管和血管内外科学会(SCVE,French Society of Vascular and Endovascular Surgery)",站内免费下载,https://guide.medlive.cn/guideline/18176
2019 NICE指南：甲状旁腺功能亢进（原发性）的诊断，评估和初始管理（NG.132）,"英国国家卫生与临床优化研究所 (NICE,National Institute for Health and Clinical Excellence)",站内免费下载,https://guide.medlive.cn/guideline/18126
2019 国际共识建议：疑似围手术期过敏反应的管理,国外麻醉相关专家组（统称）,第三方数据库下载,https://guide.medlive.cn/guideline/18165
2019 SIN意见书：肾脏病患者高血钾的管理,"意大利肾病学会(SIN,Italian Society of Nephrology)",站内免费下载,https://guide.medlive.cn/guideline/18144
2018 隆突性皮肤纤维肉瘤指南（更新版）,国外皮肤性病相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/18131
2019 ACOG委员会意见：急性阻塞性子宫阴道异常的管理（No.779）,"美国妇产科医师学会(ACOG,American College of Obstetricians and Gynecologists)",站内免费下载,https://guide.medlive.cn/guideline/18136
2019 国际共识声明：儿童和年轻人常染色体显性多囊肾病的诊断和管理,"国际小儿肾脏病学会(IPNA,International Pediatric Nephrology Association)",站内免费下载,https://guide.medlive.cn/guideline/18143
2019 ASIPP指南：接受介入性疼痛治疗患者的镇静和禁食状态,"美国介入疼痛医师协会(ASIPP,American Society of Interventional Pain Physicians)",第三方数据库下载,https://guide.medlive.cn/guideline/18211
2019 EAPCI专家共识：冠脉腔内影像学检查的临床应用-第2部分：急性冠脉综合征冠脉造影结果不明确患者介入治疗决策指导,"欧洲经皮心血管介入学会(EAPCI,European Association of Percutaneous Cardiovascular Interventions)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/18119
器官移植术后乙型肝炎病毒感染诊疗规范（2019版）,中华医学会器官移植学分会,站内免费下载,https://guide.medlive.cn/guideline/18310
金莲清热泡腾片治疗手足口病专家建议,中国民族医药学会儿科分会,站内免费下载,https://guide.medlive.cn/guideline/18294
吲哚菁绿荧光染色在腹腔镜肝切除术中应用的专家共识,"中国研究型医院学会(CRHA,Chinese Research Hospital Association)",站内免费下载,https://guide.medlive.cn/guideline/18138
保留幽门胃切除手术专家共识及操作指南（2019版）,中华医学会外科学分会,站内免费下载,https://guide.medlive.cn/guideline/18129
吲哚菁绿标记荧光腹腔镜技术在腹腔镜胃癌根治术中的应用专家共识,"中国研究型医院学会(CRHA,Chinese Research Hospital Association)",站内免费下载,https://guide.medlive.cn/guideline/18128
光声电治疗术后皮肤黏膜屏障修复专家共识,中华医学会医学美容分会,站内免费下载,https://guide.medlive.cn/guideline/18121
坦度螺酮在综合医院治疗患者焦虑状态临床应用的专家建议,"中国医药卫生文化协会(CHCA,China Health Culture Association)",站内免费下载,https://guide.medlive.cn/guideline/18116
血脂异常基层诊疗指南（2019年）,"中华医学会(CMA,Chinese Medical Association)",有其他版本会员可通过APP阅读,https://guide.medlive.cn/guideline/18247
特殊健康状态儿童预防接种专家共识之二十——静脉注射免疫球蛋白使用者的预防接种,上海市疾病预防控制中心,有其他版本站内免费下载,https://guide.medlive.cn/guideline/18248
特殊健康状态儿童预防接种专家共识之二十一——遗传代谢病与预防接种,苏州市疾病预防控制中心,有其他版本站内免费下载,https://guide.medlive.cn/guideline/18257
2019 ASA官方声明：建立卒中护理系统建议,"美国卒中协会(ASA,American Stroke Association)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/18109
2019 共识文件：接受PCI治疗患者高出血风险的定义,国外心血管相关专家小组（统称）,有解读站内免费下载,https://guide.medlive.cn/guideline/18117
2016 日本幽门螺杆菌感染管理指南（修订版）,"日本螺杆菌研究学会(JSHR,Japanese Society for Helicobacter Research)",有解读站内免费下载,https://guide.medlive.cn/guideline/18120
2019 SIE共识声明：代谢疾病管理中极低热量生酮饮食,"意大利内分泌学会(SIE,Italian Society of Endocrinology)",站内免费下载,https://guide.medlive.cn/guideline/18124
2019 ACOG委员会意见：处女膜变异的诊断和管理（No.780）,"美国妇产科医师学会(ACOG,American College of Obstetricians and Gynecologists)",站内免费下载,https://guide.medlive.cn/guideline/18141
2019 BHIVA指南：成人HIV携带者结核病的管理,"英国艾滋病协会(BHIVA,British HIV Association)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/18207
2019 THS/TSOC共识声明：肾脏去神经术治疗高血压,"台湾高血压学会(THS,Taiwan Hypertension Society)",第三方数据库下载,https://guide.medlive.cn/guideline/18383
2019 BC指南：病毒性肝炎的检测（草案）,"不列颠哥伦比亚省临床实践指南中心(BC,Clinical Practice Guidelines and Protocols in British Columbia)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/18456
2019 CAR建议：成人偶发性肾脏肿物的管理,"加拿大放射科医师协会(CAR,Canadian Association of Radiologists)",站内免费下载,https://guide.medlive.cn/guideline/18677
2019 SCAI专家共识声明：心源性休克的分类,"美国心血管造影和介入学会(SCAI,Society for Cardiovascular Angiography and Interventions)",有解读有其他版本站内免费下载,https://guide.medlive.cn/guideline/18093
2019 澳大利亚共识声明：血液和恶性实体肿瘤患者免疫抑制期间乙肝病毒的管理,"澳大利亚传染病协会(ASID,Australasian Society for Infectious Diseases)",有翻译站内免费下载,https://guide.medlive.cn/guideline/18100
2019 SNIS共识报告：后循环大血管闭塞性卒中的血管内治疗策略,"美国神经介入外科学会(SNIS,Society of NeuroInterventional Surgery)",站内免费下载,https://guide.medlive.cn/guideline/18096
2019 ESTRO共识指南：早期乳腺癌基于植入物的即时乳房重建术后放射治疗靶区勾画,"欧洲放射肿瘤学学会(ESTRO,European Society of Radiotherapy & Oncology)",站内免费下载,https://guide.medlive.cn/guideline/18108
2019 EACTS专家共识：长期机械循环支持,"欧洲心胸外科协会(EACTS,European Association for Cardio-Thoracic Surgery)",站内免费下载,https://guide.medlive.cn/guideline/18087
2019 EAA临床实践指南：男性乳腺发育的评估和管理,"欧洲男科学会(EAA,European Academy of Andrology)",站内免费下载,https://guide.medlive.cn/guideline/18084
2019 丹麦国家临床指南：腰椎管狭窄患者的手术和非手术治疗,国外骨科相关专家小组（统称）,有解读站内免费下载,https://guide.medlive.cn/guideline/18115
2019 ACR适宜性标准：髋关节发育不良,"美国放射学会(ACR,American College of Radiology)",站内免费下载,https://guide.medlive.cn/guideline/18261
2019 ACR适宜性标准：吞咽困难,"美国放射学会(ACR,American College of Radiology)",站内免费下载,https://guide.medlive.cn/guideline/18295
2019 ACR适宜性标准：黄疸,"美国放射学会(ACR,American College of Radiology)",站内免费下载,https://guide.medlive.cn/guideline/18300
2019 ACR适宜性标准：甲状腺疾病,"美国放射学会(ACR,American College of Radiology)",站内免费下载,https://guide.medlive.cn/guideline/18303
2019 ACR适宜性标准：肋骨骨折,"美国放射学会(ACR,American College of Radiology)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/18312
2019 ACR适宜性标准：疑似阑尾炎—儿童,"美国放射学会(ACR,American College of Radiology)",站内免费下载,https://guide.medlive.cn/guideline/18345
2018 KLCA/NCC实践指南：肝细胞癌的管理,"韩国肝癌协会(KLCA,Korean Liver Cancer Association)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/18156
胃癌肝转移诊断与综合治疗中国专家共识（2019版）,"中国研究型医院学会(CRHA,Chinese Research Hospital Association)",站内免费下载,https://guide.medlive.cn/guideline/18110
远程心理服务管理规范和伦理指导原则专家共识,《远程心理服务管理规范和伦理指导原则专家共识》拟定专家组,站内免费下载,https://guide.medlive.cn/guideline/18095
2019 HRS/EHRA/APHRS/LAHRS专家共识声明：优化植入式心律转复除颤器的设计和测试（更新版）,"心律协会(HRS,Heart Rhythm Society)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/18081
2019 EULAR建议：成人抗磷脂综合征的管理,"欧洲抗风湿病联盟(EULAR,The European League Against Rheumatism)",站内免费下载,https://guide.medlive.cn/guideline/18090
2019 NLA科学声明：临床实践中脂蛋白a的检测应用,"美国国家脂质协会(NLA,National Lipid Association)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/18092
2019 中国实践指南：高龄女性辅助生殖技术（英文版）,中华医学会生殖医学分会,站内免费下载,https://guide.medlive.cn/guideline/18193
2019 ACR适宜性标准：共济失调,"美国放射学会(ACR,American College of Radiology)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/18271
2019 临床实践指南：大疱性表皮松懈症的实验室诊断,国外皮肤性病相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/18343
2019 ASCO/CCO临床实践指南：多发性骨髓瘤的治疗（概要）,"美国临床肿瘤学会(ASCO,American Society of Clinical Oncology)",有翻译站内免费下载,https://guide.medlive.cn/guideline/19336
处方审核标准索引（2019年版）,广东省药学会,站内免费下载,https://guide.medlive.cn/guideline/18099
2019 AHA科学声明：接受左心室辅助装置患者的设备治疗和心律失常的管理,"美国心脏协会(AHA,American Heart Association)",站内免费下载,https://guide.medlive.cn/guideline/18070
2019 NTAC/CDC建议：结核病的筛查、检测和治疗,"美国国家结核病控制协会(NTAC,National Tuberculosis Controllers Association)",站内免费下载,https://guide.medlive.cn/guideline/18086
2019 EDF/EADO/EORTC欧洲跨学科指南：卡波西肉瘤的诊断和治疗,"欧洲皮肤病学论坛(EDF,European Dermatology Forum)",站内免费下载,https://guide.medlive.cn/guideline/18091
2019 IPOG共识建议：儿童后鼻孔闭锁的诊断以及术前、术中和术后护理,"国际小儿耳鼻喉科小组(IPOG,International Pediatric Otolaryngology Group)",站内免费下载,https://guide.medlive.cn/guideline/18101
2019 AST指南：手术部位感染,"美国移植学会(AST,American Society of Transplantation)",站内免费下载,https://guide.medlive.cn/guideline/18154
2019 WHO指南：5岁以下儿童的体力活动，久坐行为以及睡眠时间,"世界卫生组织(WHO,The World Health Organization)",站内免费下载,https://guide.medlive.cn/guideline/18072
2019 WHO指南：降低认知能力下降和痴呆的风险,"世界卫生组织(WHO,The World Health Organization)",站内免费下载,https://guide.medlive.cn/guideline/18062
癌性爆发痛专家共识（2019年版）,中国抗癌协会癌症康复与姑息治疗专业委员会(CRPC),有解读站内免费下载,https://guide.medlive.cn/guideline/18056
妊娠合并结构异常性心脏病并发产后出血MDT管理专家共识,"中国研究型医院学会(CRHA,Chinese Research Hospital Association)",站内免费下载,https://guide.medlive.cn/guideline/18055
丹参川芎嗪注射液临床应用专家共识,中医相关专家组（统称）,站内免费下载,https://guide.medlive.cn/guideline/18052
2019中国家庭血压监测指南,中国高血压联盟,有其他版本站内免费下载,https://guide.medlive.cn/guideline/18045
超药品说明书用药中患者知情同意权的保护专家共识,广东省药学会,站内免费下载,https://guide.medlive.cn/guideline/18037
养心氏片在中西医结合心脏康复中应用的中国专家共识,"中国中西医结合学会(CAIM,Chinese Association of Integrative Medicine)",站内免费下载,https://guide.medlive.cn/guideline/18228
2019 专家共识声明：多发性骨髓瘤首次复发的正确评估,国外血液科相关专家小组,站内免费下载,https://guide.medlive.cn/guideline/18047
2019 CRSA共识建议：南亚人群心脏代谢性肾病,"美国心肾学会(CRSA,Cardio Renal Society of America)",第三方数据库下载,https://guide.medlive.cn/guideline/18053
2019 AACVPR/AHA/ACC科学声明：以家庭为基础的心脏康复,"美国心血管和肺康复协会(AACVPR,American Association for Cardiovascular and Pulmonary Rehabilitation.)",有解读第三方数据库下载,https://guide.medlive.cn/guideline/18050
2019 ABS共识声明：术中放疗,"美国近距离放疗学会(ABS,American Brachytherapy Society)",站内免费下载,https://guide.medlive.cn/guideline/18074
