标题,来源,下载方式,链接
肿瘤患者食欲下降的营养诊疗专家共识,中国抗癌协会肿瘤营养与支持治疗专业委员会,站内免费下载,https://guide.medlive.cn/guideline/26192
2022 NLA科学声明：他汀类药物不耐受—新定义及降低他汀类药物不耐受患者ASCVD风险的关键因素,"美国国家脂质协会(NLA,National Lipid Association)",站内免费下载,https://guide.medlive.cn/guideline/26138
2022 NICE指南：痛风的诊断和管理（NG.219）,"英国国家卫生与临床优化研究所 (NICE,National Institute for Health and Clinical Excellence)",第三方数据库下载,https://guide.medlive.cn/guideline/26130
2022 巴黎共识：成人血清阴性乳糜泻和慢性非乳糜泻性肠病的命名和诊断,国外消化科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/26148
2022 国际共识建议：2型神经纤维瘤病的神经鞘瘤病的诊断标准和命名（更新版）,国外神经内科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/26131
布鲁氏菌性脊柱炎诊断及治疗专家共识,中国防痨协会(Chinese Antituberculosis Association),站内免费下载,https://guide.medlive.cn/guideline/26128
2022 EASL临床实践指南：肝脏囊性病变的管理,"欧洲肝脏研究学会(EASL,European Association for the Study of the Liver)",第三方数据库下载,https://guide.medlive.cn/guideline/26179
2022 BASL实践指南：Wilson's病（肝豆状核变性）的调查和管理,"英国肝脏研究协会(BASL,British Association for Studies of the Liver)",站内免费下载,https://guide.medlive.cn/guideline/26201
口服抗栓药物患者门诊拔牙围手术期管理的专家共识,中国口腔科相关专家组（统称）,站内免费下载,https://guide.medlive.cn/guideline/26129
2022 EASL临床实践指南：肝性脑病的管理,"欧洲肝脏研究学会(EASL,European Association for the Study of the Liver)",有翻译第三方数据库下载,https://guide.medlive.cn/guideline/26170
2022 KSSO／KDA／KSH 共识声明：限制碳水化合物饮食和间歇性禁食对于肥胖、2型糖尿病和高血压的影响,"韩国肥胖研究学会(KSSO,Korean Society for the Study of Obesity)",站内免费下载,https://guide.medlive.cn/guideline/26114
胚系BRCA突变的卵巢癌（包括输卵管癌和原发性腹膜癌）患者行乳腺癌筛查的专家指导意见（2022年版）,中国肿瘤科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/26552
2022 亚洲临床共识声明：肝细胞癌钇90树脂微球选择性内照射治疗,亚洲肝细胞癌专家小组（统称）,第三方数据库下载,https://guide.medlive.cn/guideline/26147
2022 SOGC指南：补充叶酸和多种维生素预防叶酸敏感性先天异常（No.427）,"加拿大妇产科医生协会(SOGC,Society of Obstetricians and Gynaecologists of Canada)",有解读有其他版本第三方数据库下载,https://guide.medlive.cn/guideline/26145
2022 ASE/ASNC/SCMR/SCCT建议：肥厚型心肌病患者多模式心血管影像学检查（更新版）,"美国超声心动图学会(ASE,American Society of Echocardiography)",有其他版本第三方数据库下载,https://guide.medlive.cn/guideline/26110
中国儿童肥胖诊断评估与管理专家共识,中华医学会儿科学分会内分泌遗传代谢学组,会员可通过APP阅读,https://guide.medlive.cn/guideline/26111
2022 OMA临床实践声明：抗肥胖药物和研究药物,"肥胖医学协会(OMA,Obesity Medicine Association)",站内免费下载,https://guide.medlive.cn/guideline/26458
2022 SICVE指南：腹主动脉瘤的管理（更新版）,"意大利血管和血管内外科学会(SICVE,Italian Society of Vascular and Endovascular Surgery)",站内免费下载,https://guide.medlive.cn/guideline/26115
2022 SNMMI程序标准/EANM实践指南：分化型甲状腺癌的核医学评估和治疗（简版）,"核医学和分子影像学学会(SNMMI,Society Of Nuclear Medicine And Molecular Imaging)",第三方数据库下载,https://guide.medlive.cn/guideline/26109
2021 TSS指南：预防缺血性卒中的血压控制,"台湾脑中风学会(TSS,Taiwan Stroke Society)",站内免费下载,https://guide.medlive.cn/guideline/26276
2022 CUA指南：肾结石的评估和医学管理（更新版）,"加拿大泌尿外科协会(CUA,Canadian Urological Association)",有其他版本第三方数据库下载,https://guide.medlive.cn/guideline/26104
2022 CUA共识指南：睾丸生殖细胞癌的管理,"加拿大泌尿外科协会(CUA,Canadian Urological Association)",第三方数据库下载,https://guide.medlive.cn/guideline/26099
2022 ESO指南：女性卒中—更年期、妊娠和产后的管理,"欧洲卒中组织(ESO,European Stroke Organisation)",站内免费下载,https://guide.medlive.cn/guideline/26095
高同型半胱氨酸血症的诊断、治疗与预防专家共识,中国妇幼保健协会出生缺陷防治与分子遗传分会,站内免费下载,https://guide.medlive.cn/guideline/26103
2022 ASTRO临床实践指南：IDH突变2级和3级弥漫性胶质瘤的放射治疗,"美国放射治疗及肿瘤学会(ASTRO,American Society for Therapeutic Radiology and Oncology)",第三方数据库下载,https://guide.medlive.cn/guideline/26420
2022 ESTRO-ACROP指南：表面引导放疗,"欧洲放射肿瘤学学会(ESTRO,European Society of Radiotherapy & Oncology)",站内免费下载,https://guide.medlive.cn/guideline/26275
2022 ESTRO-ACROP指南：单纯骨转移患者的外照射治疗,"欧洲放射肿瘤学学会(ESTRO,European Society of Radiotherapy & Oncology)",站内免费下载,https://guide.medlive.cn/guideline/26251
2022 EASL临床实践指南：硬化性胆管炎,"欧洲肝脏研究学会(EASL,European Association for the Study of the Liver)",有翻译第三方数据库下载,https://guide.medlive.cn/guideline/26193
2022 BSR指南：应用生物以及靶向合成DMARDs治疗银屑病关节炎,"英国风湿病学会(BSR,British Society for Rheumatology)",有其他版本第三方数据库下载,https://guide.medlive.cn/guideline/26097
2022 EAU/ESPU指南：儿童尿石症,"欧洲泌尿外科学会(EAU,European Association of Urology)",站内免费下载,https://guide.medlive.cn/guideline/27393
第六次全国幽门螺杆菌感染处理共识报告（非根除治疗部分）,"中华医学会消化病学分会(CSGE,Chinese Society Of Gastroenterology)",有其他版本会员可通过APP阅读,https://guide.medlive.cn/guideline/26212
中国胃食管反流病多学科诊疗共识2022（一）,中国医疗保健国际交流促进会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/27619
子痫前期防治的集束化管理建议,生殖健康及重大出生缺陷防控研究,站内免费下载,https://guide.medlive.cn/guideline/26878
妇科肿瘤患者围手术期静脉血栓栓塞症预防的专家共识（2022年版）,山东省临床肿瘤学会妇科肿瘤专家委员会,站内免费下载,https://guide.medlive.cn/guideline/26246
慢性HBV感染者血清HBV RNA检测及临床应用的专家共识,"中华医学会肝病学分会(Chinese Society of Hepatology, CMA)",会员可通过APP阅读,https://guide.medlive.cn/guideline/26220
大头精子症诊疗专家共识,中华医学会男科学分会,站内免费下载,https://guide.medlive.cn/guideline/26278
江苏省新型冠状病毒肺炎影像学检查、诊断及防控规范专家共识（2022第二版）,江苏省研究型医院学会感染与炎症放射学专业委员会,站内免费下载,https://guide.medlive.cn/guideline/26452
子宫内膜息肉恶变诊治专家指导意见（2022年版）,"中国优生科学协会(CHBSA,China Healthy Birth Science Association)",站内免费下载,https://guide.medlive.cn/guideline/26889
新型冠状病毒肺炎伴基础疾病患者介入诊疗规范,上海市介入治疗质量控制中心,站内免费下载,https://guide.medlive.cn/guideline/26429
布-加综合征介入治疗护理规范专家共识,中国医师协会介入医师分会,站内免费下载,https://guide.medlive.cn/guideline/26345
免疫检查点抑制剂特殊人群应用专家共识,中国临床肿瘤学会免疫治疗专家委员会,站内免费下载,https://guide.medlive.cn/guideline/26261
儿童及青少年分化型甲状腺癌核医学诊治中国专家共识（2022年版）,中国临床肿瘤学会核医学专家委员会,站内免费下载,https://guide.medlive.cn/guideline/26146
2022 ESMO临床实践指南：子宫内膜癌的诊断，治疗和随访,"欧洲肿瘤内科学会(ESMO,European Society for Medical Oncology)",有解读有其他版本第三方数据库下载,https://guide.medlive.cn/guideline/26139
影像学引导下不可逆电穿孔消融治疗肝脏恶性肿瘤专家共识（2022版）,中国医药教育协会,站内免费下载,https://guide.medlive.cn/guideline/26124
2022 EASL临床实践指南：血色病,"欧洲肝脏研究学会(EASL,European Association for the Study of the Liver)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/26108
缺血性脑卒中强化血脂管理上海专家建议,上海卒中学会,站内免费下载,https://guide.medlive.cn/guideline/26305
子宫内膜浆液性癌诊治的中国专家共识（2022年版）,中国医师协会微无创医学专业委员会,站内免费下载,https://guide.medlive.cn/guideline/26262
机器人手术治疗子宫内膜癌中国专家共识（2021版）,中国医师协会微无创医学专业委员会,站内免费下载,https://guide.medlive.cn/guideline/26133
2022 BSH指南：血栓形成倾向检测,"英国血液病学学会(BSH,British Society for Haematology)",站内免费下载,https://guide.medlive.cn/guideline/26096
卵巢透明细胞癌临床诊治中国专家共识（2022年版）,中国医师协会妇产科医师分会,有解读站内免费下载,https://guide.medlive.cn/guideline/26102
2023 LTSI共识指南：成人肝移植受者术前肺部评估,"印度肝移植学会(LTSI,Liver Transplant Society of India)",第三方数据库下载,https://guide.medlive.cn/guideline/28900
女性雄激素性脱发诊断与治疗中国专家共识（2022版）,中华医学会整形外科学分会,有其他版本会员可通过APP阅读,https://guide.medlive.cn/guideline/26221
非淋菌性尿道炎诊疗指南（2022版）,中华医学会男科学分会,站内免费下载,https://guide.medlive.cn/guideline/26090
恶性肿瘤患者新冠病毒疫苗接种的专家意见,中国肿瘤科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/26394
儿童呼吸道过敏性疾病医疗装置临床实践专家共识（2022年）,中国妇幼保健协会儿童变态反应专业委员会呼吸学组,站内免费下载,https://guide.medlive.cn/guideline/26292
跟腱断裂临床循证诊疗指南,"中华医学会骨科学分会(COA,Chinese Orthopaedic Association)",站内免费下载,https://guide.medlive.cn/guideline/26164
广泛性焦虑障碍中医证候辨证分型及量化分级标准专家共识,"中国中西医结合学会(CAIM,Chinese Association of Integrative Medicine)",站内免费下载,https://guide.medlive.cn/guideline/26055
2022 TSOC/THS指南：高血压的管理,"中国台湾心脏病学会(TSOC,Taiwan Society of Cardiology)",有其他版本第三方数据库下载,https://guide.medlive.cn/guideline/26117
开腹贲门周围血管离断术中国专家共识（2022版）,中华医学会外科学分会,站内免费下载,https://guide.medlive.cn/guideline/29619
中国腹腔镜胃癌根治手术质量控制专家共识（2022版）,中国医师协会腹腔镜外科医师培训学院,有其他版本站内免费下载,https://guide.medlive.cn/guideline/29623
2022 Bárány学会共识文件：急性单侧前庭病/前庭神经炎的诊断标准,Barany学会(Bárány Society),有翻译站内免费下载,https://guide.medlive.cn/guideline/29621
骨转移性去势抵抗性前列腺癌223Ra核素治疗安全共识,中国医疗保健国际交流促进会,站内免费下载,https://guide.medlive.cn/guideline/26196
2022 WAPM/PMF临床实践指南：产时超声,"世界围产学会(WAPM,World Association of Perinatal Medicine)",第三方数据库下载,https://guide.medlive.cn/guideline/26053
2021 RCO指南：年龄相关性黄斑变性（概要）,"英国皇家眼科医学院(RCO,Royal College of Ophthalmologists (UK))",有其他版本第三方数据库下载,https://guide.medlive.cn/guideline/26056
2022 ABA临床实践指南：危重烧伤患者的早期活动和康复,"美国烧伤学会(ABA,American Burn Association)",有解读第三方数据库下载,https://guide.medlive.cn/guideline/28092
2022 共识声明：胃肠道恶性肿瘤患者的监测,国外肿瘤科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/26047
中国鼻咽癌放射治疗指南（2022版）,中国医师协会放射医师分会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/26100
围生育期IBD患者药物治疗医药专家共识,广东省药学会,站内免费下载,https://guide.medlive.cn/guideline/27181
慢性乙型肝炎抗病毒治疗药物临床试验技术指导原则专家意见,中国肝病科相关专家小组（统称）,会员可通过APP阅读,https://guide.medlive.cn/guideline/26839
前列腺穿刺活检专家共识,中华医学会男科学分会,站内免费下载,https://guide.medlive.cn/guideline/26079
2022 ERIC建议：慢性淋巴细胞白血病免疫球蛋白基因序列分析（更新版）,"欧洲CLL研究倡议(ERIC,European Research Initiative on CLL)",站内免费下载,https://guide.medlive.cn/guideline/26049
2021 澳大利亚指南：促进足部溃疡愈合的伤口愈合干预,国外内分泌相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/26038
2021 SFAR指南：重症急性胰腺炎患者的管理,"法国麻醉和重症医学学会(SFAR,French Society for Anaesthesia and Intensive Care)",站内免费下载,https://guide.medlive.cn/guideline/26094
2022 ASCRS临床实践指南：造口术,"美国结肠和直肠外科医师学会(ASCRS,American Society of Colon and Rectal Surgeons)",有其他版本第三方数据库下载,https://guide.medlive.cn/guideline/26903
2022 意大利共识：应用钙泊三醇和二丙酸倍他米松泡沫剂长期积极治疗银屑病,国外皮肤性病相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/26039
2022 SICP/SIRM共识建议：先天性心脏病的心血管磁共振和CT检查（第1部分）,"意大利儿科心脏病学会(SICP,Italian Society of Pediatric Cardiology)",站内免费下载,https://guide.medlive.cn/guideline/26034
2022 USPSTF建议声明：原发性开角型青光眼的筛查,"美国预防医学工作组(USPSTF,U.S. Preventive Services Task Force)",有其他版本第三方数据库下载,https://guide.medlive.cn/guideline/26027
2022 USPSTF建议声明：老人视力受损的筛查,"美国预防医学工作组(USPSTF,U.S. Preventive Services Task Force)",有其他版本第三方数据库下载,https://guide.medlive.cn/guideline/26024
2022 欧洲多学科共识指南：黑色素瘤—第2部分：治疗（更新版）,"欧洲皮肤病学论坛(EDF,European Dermatology Forum)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/26058
2021 SFAR指南：手术室内着装,"法国麻醉和重症医学学会(SFAR,French Society for Anaesthesia and Intensive Care)",站内免费下载,https://guide.medlive.cn/guideline/26057
2022 BAD/BPG指南：窄谱中波紫外线光疗,"英国皮肤科医师协会(BAD,British Association of Dermatologists)",第三方数据库下载,https://guide.medlive.cn/guideline/26277
新型冠状病毒抗原快速检测专家共识（2022）,"中国医院协会(CHA,Chinese Hospital Association)",站内免费下载,https://guide.medlive.cn/guideline/26126
2020 JOA临床实践指南：脊髓型颈椎病的管理,"日本骨科学会(JOA,Japanese Orthopaedic Association)",站内免费下载,https://guide.medlive.cn/guideline/26054
2022 日本指南：艰难梭菌感染的管理,"日本化疗学会(JSC,Japanese Society of Chemotherapy)",站内免费下载,https://guide.medlive.cn/guideline/26051
2022 BSG/BSPGHAN共识指南：儿童和成人嗜酸性食管炎的诊断和治疗,"英国胃肠病学会(BSG,British Society of Gastroenterology)",站内免费下载,https://guide.medlive.cn/guideline/26020
2022 AHA科学声明：儿童和青少年动态血压监测（更新版）,"美国心脏协会(AHA,American Heart Association)",有其他版本第三方数据库下载,https://guide.medlive.cn/guideline/26019
2022 多学科共识声明：慢性鼻窦炎伴鼻息肉患者的个体化管理,国外耳鼻喉相关专家组（统称）,站内免费下载,https://guide.medlive.cn/guideline/26059
2022 AAUS指南：急性单纯性肾盂肾炎,"亚洲泌尿系感染和性传播感染协会(AAUS,Asian Association of Urinary Tract Infection and Sexually Transmitted Infection)",站内免费下载,https://guide.medlive.cn/guideline/26045
2021 PACES专家共识：儿科患者心血管植入式电子设备的适应证和管理（概要）,"美国儿科和先天性电生理协会(PACES,Pediatric and Congenital Electrophysiology Society)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/27657
青少年起病的成人型糖尿病筛查与诊治专家共识,中国内分泌相关专家小组（统称）,会员可通过APP阅读,https://guide.medlive.cn/guideline/25968
中国透析患者慢性心力衰竭管理指南,中华医学会肾脏病学分会,会员可通过APP阅读,https://guide.medlive.cn/guideline/26037
老年人衰弱预防中国专家共识（2022）,中华医学会老年医学分会,会员可通过APP阅读,https://guide.medlive.cn/guideline/26035
幼年皮肌炎诊断与治疗专家共识,中华医学会儿科学分会,有其他版本会员可通过APP阅读,https://guide.medlive.cn/guideline/26061
结直肠腺瘤及早期结直肠癌中西医结合诊治专家共识（2021）,"中国中西医结合学会(CAIM,Chinese Association of Integrative Medicine)",站内免费下载,https://guide.medlive.cn/guideline/26088
方舱医院医疗管理专家共识,上海国家会展中心方舱医院三分院,站内免费下载,https://guide.medlive.cn/guideline/26297
慢性肾脏病早期筛查、诊断及防治指南（2022年版）,上海市肾内科临床质量控制中心专家组,有其他版本会员可通过APP阅读,https://guide.medlive.cn/guideline/26036
抗血管药物治疗放射性脑坏死专家共识,中国肿瘤科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/26014
烟雾吸入致急性呼吸窘迫综合征救治的专家共识,国内急诊/重症相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/26101
中国居民肥胖防治专家共识,中国营养学会肥胖防控分会,站内免费下载,https://guide.medlive.cn/guideline/25969
卵圆孔未闭右心声学造影中国专家共识,经食道超声心动图临床应用的中国专家共识专家组,站内免费下载,https://guide.medlive.cn/guideline/26112
2023 ESVS临床实践指南：动脉粥样硬化性颈动脉和椎动脉疾病的管理,"欧洲血管外科学会(ESVS,The European Society for Vascular Surgery)",有解读第三方数据库下载,https://guide.medlive.cn/guideline/26018
2022 ABS共识声明：肝脏肿瘤钇90微球永久性植入近距离放射治疗,"美国近距离放疗学会(ABS,American Brachytherapy Society)",站内免费下载,https://guide.medlive.cn/guideline/25972
2022 SCAI指南：卵圆孔未闭的管理,"美国心血管造影和介入学会(SCAI,Society for Cardiovascular Angiography and Interventions)",站内免费下载,https://guide.medlive.cn/guideline/25970
2022 ASNM/ASN指南：经颅多普勒超声监测（更新版）,"美国神经电生理监测学会(ASNM,American Society of Neurophysiological Monitoring)",站内免费下载,https://guide.medlive.cn/guideline/25956
2022 AHA科学声明：成人心血管疾病患者跌倒的预防和管理,"美国心脏协会(AHA,American Heart Association)",第三方数据库下载,https://guide.medlive.cn/guideline/25941
重症急性胰腺炎预防与阻断急诊专家共识,中国医疗保健国际交流促进会,站内免费下载,https://guide.medlive.cn/guideline/25882
2022 BAD指南：成人妄想感染的管理,"英国皮肤科医师协会(BAD,British Association of Dermatologists)",第三方数据库下载,https://guide.medlive.cn/guideline/26439
2022 意大利多学会意见书：乳腺癌、卵巢癌、胰腺癌以及前列腺癌患者预防性和预测性BRCA检测,"意大利肿瘤医学协会(AIOM,Italian Association of Medical Oncology)",站内免费下载,https://guide.medlive.cn/guideline/26042
2022 ANMCO意见书：主动脉瓣疾病多模式成像的适当应用标准,"意大利医院心脏病专家协会(ANMCO,National Association of Hospital Cardiologists)",站内免费下载,https://guide.medlive.cn/guideline/26041
基于价值的外科器械管理专家共识——吻合器,中华医学会医学工程学分会,站内免费下载,https://guide.medlive.cn/guideline/26029
2022 ACLM专家共识声明：以缓解为目标的饮食干预治疗成人2型糖尿病,"美国生活方式医学会(ACLM,American College of Lifestyle Medicine)",第三方数据库下载,https://guide.medlive.cn/guideline/25981
2022 SGO临床实践声明：免疫治疗毒性,"美国妇科肿瘤学会(SGO,Society of Gynecologic Oncology)",站内免费下载,https://guide.medlive.cn/guideline/25964
2021 JOA临床实践指南：腰椎管狭窄的管理,"日本骨科学会(JOA,Japanese Orthopaedic Association)",站内免费下载,https://guide.medlive.cn/guideline/25954
2022 抗凝论坛临床指南： COVID-19流行期间的血栓栓塞预防和抗凝治疗,抗凝论坛(Anticoagulation Forum),第三方数据库下载,https://guide.medlive.cn/guideline/25839
2022 AHA/ASA指南：自发性脑出血患者的管理,"美国心脏协会(AHA,American Heart Association)",有解读第三方数据库下载,https://guide.medlive.cn/guideline/25832
2022 SIAIP共识：5-11岁伴过敏、哮喘和免疫缺陷儿童接种BNT162b2 mRNA COVID-19疫苗的管理,"意大利儿童变态反应和免疫学会(SIAIP,Italian Society of Pediatric Allergy and Immunology)",站内免费下载,https://guide.medlive.cn/guideline/25835
2022 ESHG建议：全基因组测序在罕见病诊断中的应用,"欧洲人类遗传学学会(ESHG,European Society of Human Genetics)",站内免费下载,https://guide.medlive.cn/guideline/25828
高危型人乳头瘤病毒与女性下生殖道感染联合检测专家共识,中华医学会妇产科学分会,站内免费下载,https://guide.medlive.cn/guideline/25877
老年人失能预防运动干预临床实践指南（2023版）,中华医学会老年医学分会,站内免费下载,https://guide.medlive.cn/guideline/28795
α受体阻滞剂降压治疗中国专家共识,《α受体阻滞剂降压治疗中国专家共识》专家委员会,站内免费下载,https://guide.medlive.cn/guideline/25952
早产儿支气管肺发育不良出院后随访管理专家共识,海峡两岸医药卫生交流协会新生儿学专业委员会,站内免费下载,https://guide.medlive.cn/guideline/25950
2022 澳大利亚建议：炎症性关节炎治疗中生物和靶向合成改善病情抗风湿药的减量,国外风湿免疫科相关专家小组,站内免费下载,https://guide.medlive.cn/guideline/25812
2022 德国多学科循证建议：转移性肾细胞癌的系统治疗,国外肿瘤科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/25826
2022 ESC意见书：优化卒中相关心脏病管理的综合护理,"欧洲心脏病学会(ESC,European Society of Cardiology)",第三方数据库下载,https://guide.medlive.cn/guideline/25813
2022 APTA循证临床实践指南：物理治疗师在具有静脉血栓栓塞风险或被诊断为静脉血栓栓塞患者的管理中的作用,"美国物理治疗协会(APTA,American Physical Therapy Association)",有其他版本第三方数据库下载,https://guide.medlive.cn/guideline/25810
广东省新型冠状病毒肺炎疫情防控期间脑血管病诊断和治疗工作指引（2022年版）,广东省医学会脑血管病学分会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/27342
2022 TES科学声明：细胞外囊泡及其在内分泌学中作为细胞信使的作用,"美国内分泌学会(TES,The Endocrine Society)",第三方数据库下载,https://guide.medlive.cn/guideline/25811
中成药治疗慢性前列腺炎临床应用指南（2021年）,《中成药治疗优势病种临床应用指南》标准化项目组,站内免费下载,https://guide.medlive.cn/guideline/26087
2022 欧洲多学科共识指南：黑色素瘤—第1部分：诊断（更新版）,"欧洲皮肤病学论坛(EDF,European Dermatology Forum)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/25814
2022 ABEA立场声明：吞咽X线荧光透视检查,"美国支气管-食管协会(ABEA,American Broncho-Esophagological Association)",站内免费下载,https://guide.medlive.cn/guideline/25786
2022 CVIT专家共识：临床应用压力导线进行生理损伤评估（更新版）,"日本心血管介入治疗协会(CVIT,Japanese Association of Cardiovascular Intervention and Therapeutics)",站内免费下载,https://guide.medlive.cn/guideline/25785
重症肌无力外科治疗中国临床专家共识,中国重症肌无力联盟共识编写专家组,有解读有其他版本站内免费下载,https://guide.medlive.cn/guideline/25827
高渗盐水治疗脑水肿及颅内高压的专家共识,中华医学会神经外科学分会,会员可通过APP阅读,https://guide.medlive.cn/guideline/25781
大动脉炎诊疗规范,"中华医学会风湿病学分会(CRA,Chinese Rheumatology Association)",会员可通过APP阅读,https://guide.medlive.cn/guideline/25798
Lennox-Gastaut综合征诊断治疗的中国专家共识,"中国抗癫痫协会(CAAE,China Association Against Epilepsy)",站内免费下载,https://guide.medlive.cn/guideline/25824
2022 SITC临床实践指南：肺癌和间皮瘤的免疫治疗,"肿瘤免疫治疗学会(SITC,Society for Immunotherapy of Cancer)",站内免费下载,https://guide.medlive.cn/guideline/26098
头皮美塑疗法技术操作规范专家共识,中国整形美容协会,站内免费下载,https://guide.medlive.cn/guideline/25948
院前急救待援期公众应对措施专家共识,中华医学会急诊医学分会,站内免费下载,https://guide.medlive.cn/guideline/25790
2022 AUA/SMSNA指南：复发性缺血性阴茎异常勃起，镰状细胞患者阴茎异常勃起和非缺血性阴茎异常勃起的诊断和管理,"美国泌尿外科学会(AUA,American Urological Association)",第三方数据库下载,https://guide.medlive.cn/guideline/25809
2022 USPSTF建议声明：慢性阻塞性肺病的筛查,"美国预防医学工作组(USPSTF,U.S. Preventive Services Task Force)",有其他版本第三方数据库下载,https://guide.medlive.cn/guideline/25776
2022 EANM/SIOPE/RAPNO/SNMMI实践指南：儿童胶质瘤的含放射性标记氨基酸和[18F]FDG的PET检查（第1版）,"欧洲核医学协会(EANM,European Association of Nuclear Medicine)",第三方数据库下载,https://guide.medlive.cn/guideline/25775
2022 EHA共识建议：成人急性髓系白血病新型靶向治疗的抗真菌预防,"欧洲血液学协会(EHA,European Haematology Association)",站内免费下载,https://guide.medlive.cn/guideline/26153
2022 CAEP立场声明：急诊科老年人护理,"加拿大急诊医师协会(CAEP,Canadian Association of Emergency Physicians)",第三方数据库下载,https://guide.medlive.cn/guideline/25774
中国帕金森病睡眠障碍管理专家共识,中华医学会神经病学分会帕金森病及运动障碍学组,会员可通过APP阅读,https://guide.medlive.cn/guideline/25773
"2021 EULAR/ACR建议：自身炎症I型干扰素病的诊断和管理—CANDLE/PRAAS, SAV和AGS","欧洲抗风湿病联盟(EULAR,The European League Against Rheumatism)",第三方数据库下载,https://guide.medlive.cn/guideline/26085
阿尔茨海默病源性轻度认知障碍诊疗中国专家共识2021,中华医学会神经病学分会痴呆与认知障碍学组,会员可通过APP阅读,https://guide.medlive.cn/guideline/25771
晚期肾透明细胞癌一线靶向治疗的优化选择中国专家共识（2022）,中国抗癌协会泌尿男生殖系肿瘤专业委员会,站内免费下载,https://guide.medlive.cn/guideline/25754
2022 专家建议：应用阿普斯特治疗银屑病关节炎,国外风湿免疫科相关专家小组,站内免费下载,https://guide.medlive.cn/guideline/25784
2022 最佳实践建议：老年人吞咽困难的5Ws和1H治疗,"韩国老年学会(KGS,Korean Geriatrics Society)",有解读站内免费下载,https://guide.medlive.cn/guideline/26255
2022 急诊专家意见：急性冠脉综合征患者的院前治疗（更新版）,国外急诊/重症相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/26253
2022 ASTRO临床实践指南：脑转移瘤的放射治疗,"美国放射治疗及肿瘤学会(ASTRO,American Society for Therapeutic Radiology and Oncology)",第三方数据库下载,https://guide.medlive.cn/guideline/25777
2022 ESGE指南：内镜粘膜下剥离术治疗胃肠道浅表病变（更新版）,"欧洲胃肠道内窥镜学会(ESGE,European Society of Gastrointestinal Endoscopy)",第三方数据库下载,https://guide.medlive.cn/guideline/25755
2022 IHS指南：基于临床的头痛登记（第1版）,"国际头痛协会(IHS,International Headache society)",第三方数据库下载,https://guide.medlive.cn/guideline/25739
基层口服降糖药物联合及起始胰岛素治疗2型糖尿病中国专家共识,"中华医学会糖尿病学分会(CDS,Chinese Diabetes Society)",站内免费下载,https://guide.medlive.cn/guideline/25741
2022 JSIR/JSIPTA临床实践指南：采用端口系统进行肝动脉灌注化疗,"日本介入放射学学会(JSIR,Japanese Society of Interventional Radiology)",站内免费下载,https://guide.medlive.cn/guideline/26867
中国儿童消化道异物诊断、管理和内镜处理专家共识,中华医学会儿科学分会消化学组,会员可通过APP阅读,https://guide.medlive.cn/guideline/25759
原发性甲状腺功能亢进症热消融治疗专家共识及操作规范（2022年版）,中国医师协会介入医师分会,会员可通过APP阅读,https://guide.medlive.cn/guideline/25748
2022 ASPN共识指南：微创腰椎管狭窄的治疗实践,"美国疼痛与神经科学学会(ASPN,American Society of Pain and Neuroscience)",有解读站内免费下载,https://guide.medlive.cn/guideline/25816
2021 SFAR指南：危重患者静脉补液的选择,"法国麻醉和重症医学学会(SFAR,French Society for Anaesthesia and Intensive Care)",站内免费下载,https://guide.medlive.cn/guideline/25769
2021 SPLF指南：哮喘患者的管理和随访（更新版）,"法国呼吸系统疾病学会(SPLF,French Society of Respiratory Diseases)",站内免费下载,https://guide.medlive.cn/guideline/25767
2022 亚洲梅毒指南,"亚洲泌尿系感染和性传播感染协会(AAUS,Asian Association of Urinary Tract Infection and Sexually Transmitted Infection)",站内免费下载,https://guide.medlive.cn/guideline/25764
2021 澳大利亚指南：糖尿病足部溃疡的减负治疗,国外内分泌相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/25743
腰椎间盘突出症诊治与康复管理指南,中国康复医学会(Chinese Association Of Rehabilitation Medicine),有其他版本会员可通过APP阅读,https://guide.medlive.cn/guideline/25723
2020 德国国家指南：早产儿的眼科筛查,国外眼科专家协作组（统称）,站内免费下载,https://guide.medlive.cn/guideline/25713
2022 SOGC临床实践指南：妊娠高血压疾病的诊断，预防和管理(NO.426),"加拿大妇产科医生协会(SOGC,Society of Obstetricians and Gynaecologists of Canada)",有解读有其他版本站内免费下载,https://guide.medlive.cn/guideline/25830
