标题,来源,下载方式,链接
2020 EAU指南：上尿路移行细胞癌（更新版）,"欧洲泌尿外科学会(EAU,European Association of Urology)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/21019
2020 BSH指南：滤泡性淋巴瘤的调查和管理,"英国血液病学学会(BSH,British Society for Haematology)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/21080
中国成人戈谢病诊治专家共识（2020）,中华医学会血液学分会红细胞疾病学组,有其他版本站内免费下载,https://guide.medlive.cn/guideline/21074
2020 WFNS建议：腰椎管狭窄患者的保守治疗和经皮镇痛技术,"世界神经外科联盟(WFNS,World Federation of Neurosurgical Societies)",站内免费下载,https://guide.medlive.cn/guideline/21022
2020 APEG指南：儿童和青少年2型糖尿病的筛查，评估和管理,"澳大利亚儿科内分泌组(APEG,Australasian Paediatric Endocrine Group)",站内免费下载,https://guide.medlive.cn/guideline/20963
2020 EMHG指南：丹曲林在管理恶性高热中的有效性,"欧洲恶性高热小组(EMHG,European Malignant Hyperthermia Group)",站内免费下载,https://guide.medlive.cn/guideline/20991
2020 AHA/AMA官方声明：家庭自测血压监测,"美国心脏协会(AHA,American Heart Association)",站内免费下载,https://guide.medlive.cn/guideline/20947
2020 UKCGG共识指南：原发性TP53致病性突变患者的管理,"英国肿瘤基因小组(UKCGG,UK Cancer Genetics Group)",站内免费下载,https://guide.medlive.cn/guideline/20946
2020 ESGE指南：息肉切除术后结肠镜监测（更新版）,"欧洲胃肠道内窥镜学会(ESGE,European Society of Gastrointestinal Endoscopy)",有其他版本第三方数据库下载,https://guide.medlive.cn/guideline/20949
2020 JUA临床指实践指南：膀胱癌,"日本泌尿外科协会(JUA,Japanese Urological Association)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/20938
2020 RAPNO工作组建议：儿童低级别胶质瘤的应答评估,"儿童神经肿瘤学应答评估工作组(RAPNO,Response Assessment in Pediatric Neuro-Oncology working group)",站内免费下载,https://guide.medlive.cn/guideline/21934
2020 SIGN英国国家指南：骨质疏松症的管理以及脆弱性骨折的预防（142）-修订版,"苏格兰校际指南网络(SIGN,Scottish Intercollegiate Guidelines Network)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/21478
脂溢性皮炎中医治疗专家共识,中华中医药学会皮肤科专业委员会,站内免费下载,https://guide.medlive.cn/guideline/21028
鸟氨酸氨甲酰转移酶缺乏症诊治专家共识,中国妇幼保健协会儿童疾病与保健分会,站内免费下载,https://guide.medlive.cn/guideline/21005
新型冠状病毒肺炎疫情下泌尿外科急症的诊疗意见,中国泌尿外科相关专家组（统称）,站内免费下载,https://guide.medlive.cn/guideline/20999
2020 昆士兰临床指南：早产临产和分娩,"昆士兰卫生组织(QLD,Queensland Health)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/20996
艾滋病合并弓形虫脑炎临床诊疗的专家共识,“十三五”国家科技重大专项艾滋病机会性感染课题组,站内免费下载,https://guide.medlive.cn/guideline/20973
江苏省成人癌症疼痛诊疗规范（2020年版）,江苏省肿瘤科医疗质量控制中心,站内免费下载,https://guide.medlive.cn/guideline/20966
2020 ASH指南：镰状细胞病——急慢性疼痛的管理,"美国血液病学会(ASH,American Society of Hematology)",第三方数据库下载,https://guide.medlive.cn/guideline/20925
2020 ADA/EASD共识报告：糖尿病精准医疗,"美国糖尿病学会(ADA,American Diabetes Association)",站内免费下载,https://guide.medlive.cn/guideline/20928
艾滋病合并马尔尼菲篮状菌病临床诊疗的专家共识,“十三五”国家科技重大专项艾滋病机会性感染课题组,站内免费下载,https://guide.medlive.cn/guideline/20931
2020 KES/KSPE立场声明：生长激素缺乏的诊断和治疗,"韩国内分泌学会(KES,Korean Endocrine Society)",站内免费下载,https://guide.medlive.cn/guideline/21034
2020 BC指南：心血管疾病的一级预防（草案）,"不列颠哥伦比亚省临床实践指南中心(BC,Clinical Practice Guidelines and Protocols in British Columbia)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/21078
2020 CCO临床实践指南：减瘤手术腹腔热灌注化疗的适应证,"加拿大安大略癌症治疗中心(CCO,Cancer Care Ontario)",第三方数据库下载,https://guide.medlive.cn/guideline/21136
2020 AMD/SID/SIEDP共识声明：糖尿病酮症酸中毒,"意大利糖尿病医师协会(AMD,Italian Association of Medical Diabetologists)",站内免费下载,https://guide.medlive.cn/guideline/21304
2019年日本高尿酸血症和痛风管理指南（第3版）,日本痛风与尿酸&核酸学会(Japanese Society of Gout and Uric & Nucleic Acids),站内免费下载,https://guide.medlive.cn/guideline/22269
2021 国际共识声明：青少年精神疾病跨诊断的临床分期,国外精神科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/21058
2020 NICE指南：COVID-19快速指南—肾移植（NG.178）,"英国国家卫生与临床优化研究所 (NICE,National Institute for Health and Clinical Excellence)",站内免费下载,https://guide.medlive.cn/guideline/20972
2020 CAEP立场声明：严重脑损伤的急诊管理,"加拿大急诊医师协会(CAEP,Canadian Association of Emergency Physicians)",第三方数据库下载,https://guide.medlive.cn/guideline/21031
头颈部血管超声若干问题的专家共识（颈动脉部分）,国家卫生计生委脑卒中防治工程委员会,站内免费下载,https://guide.medlive.cn/guideline/20961
2020 UEG/SGF欧洲指南：IgG4相关消化系统疾病,"欧洲胃肠病学联合会(UEG,United European Gastroenterology)",第三方数据库下载,https://guide.medlive.cn/guideline/20927
2020 国际共识指南：诊断性内镜超声在慢性胰腺炎管理中的作用,"国际胰腺病协会(IAP,International Association of Pancreatology)",有解读站内免费下载,https://guide.medlive.cn/guideline/21052
2020 EHF共识：耐药性和难治性偏头痛的定义,"欧洲头痛联盟(EHF,European Headache Federation)",站内免费下载,https://guide.medlive.cn/guideline/20905
2020 IDSA指南：COVID-19的诊断,"美国感染病学会(IDSA,Infectious Diseases Society of America)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/20971
2020 ISGE循证实践指南：阴式子宫切除术,"国际妇科内镜学会(ISGE,International Society for Gynecologic Endoscopy)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/21008
2020 GESA共识声明：丙型肝炎病毒感染的管理建议,"澳大利亚胃肠病学会(GESA,Gastroenterological Seciety of Australia)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/21059
2020 WHO综合指南：结核病——耐药性结核病的治疗,"世界卫生组织(WHO,The World Health Organization)",有解读有其他版本站内免费下载,https://guide.medlive.cn/guideline/23238
疼痛评估量表应用的中国专家共识（2020版）,中国疼痛学专家组（统称）,会员可通过APP阅读,https://guide.medlive.cn/guideline/21400
中药饮片临床应用专家共识（第一版）,中医相关专家组（统称）,站内免费下载,https://guide.medlive.cn/guideline/20937
先天性心脏病外科治疗中国专家共识（七）：右心室双出口,中国医学科学院阜外医院小儿外科中心,有其他版本站内免费下载,https://guide.medlive.cn/guideline/20898
妇科手术后盆腹腔粘连预防及诊断的专家共识（2020年版）,"中国研究型医院学会(CRHA,Chinese Research Hospital Association)",站内免费下载,https://guide.medlive.cn/guideline/20901
下肢关节周围骨质疏松性骨折诊疗与康复专家共识,"中华医学会骨科学分会(COA,Chinese Orthopaedic Association)",站内免费下载,https://guide.medlive.cn/guideline/20892
预激综合征基层诊疗指南（2019年）,"中华医学会(CMA,Chinese Medical Association)",会员可通过APP阅读,https://guide.medlive.cn/guideline/20874
2019 AIOM指南：癌症患者化疗导致中性粒细胞减少的管理,"意大利肿瘤医学协会(AIOM,Italian Association of Medical Oncology)",站内免费下载,https://guide.medlive.cn/guideline/20872
2020 EHRA/HRS/APHRS/LAHRS专家共识：心律失常风险评估,"欧洲心律学会(EHRA,European Heart Rhythm Association)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/20876
2020 CCS/CHRS立场声明：结构性心脏病患者室性心动过速和室颤的管理,"加拿大心血管学会(CCS,Canadian Cardiovascular Society)",有解读站内免费下载,https://guide.medlive.cn/guideline/20896
2020 EHRA/HRS/APHRS/LAHRS专家共识：心律失常风险评估——在正确人群中应用正确工具得到正确结果,"欧洲心律学会(EHRA,European Heart Rhythm Association)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/21321
心房颤动基层诊疗指南（2019年）,"中华医学会(CMA,Chinese Medical Association)",会员可通过APP阅读,https://guide.medlive.cn/guideline/20869
2020 BSH指南：止血和血栓形成的实验室检验,"英国血液病学学会(BSH,British Society for Haematology)",站内免费下载,https://guide.medlive.cn/guideline/21118
先天性心脏病外科治疗中国专家共识（六）： 完全型房室间隔缺损,国家心血管病专家委员会先天性心脏病专业委员会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/20897
2020 ACOG实践简报：妊娠高血压和先兆子痫,"美国妇产科医师学会(ACOG,American College of Obstetricians and Gynecologists)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/20916
2020 RA临床实践指南：成人急性高钾血症的治疗,"英国肾脏病协会(UKKA,UK Kidney Association)",有翻译有其他版本站内免费下载,https://guide.medlive.cn/guideline/22445
艾滋病合并隐球菌病临床诊疗的专家共识,“十三五”国家科技重大专项艾滋病机会性感染课题组,站内免费下载,https://guide.medlive.cn/guideline/20911
艾滋病并发周围神经病变中西医协同治疗专家共识,"中华中医药学会(CACM,China Association of Chinese Medcine)",站内免费下载,https://guide.medlive.cn/guideline/20864
环丝氨酸治疗结核病的临床用药指南,首都医科大学附属北京胸科医院,站内免费下载,https://guide.medlive.cn/guideline/20859
艾滋病合并巨细胞病毒病临床诊疗的专家共识,“十三五”国家科技重大专项艾滋病机会性感染课题组,站内免费下载,https://guide.medlive.cn/guideline/20839
2020 TSS/TSC共识声明：不明来源栓塞性卒中的诊断和治疗,"中国台湾卒中学会(TSS,Taiwan Stroke Society)",站内免费下载,https://guide.medlive.cn/guideline/20875
2019 AATS/ACC/SCAI/STS专家共识：经导管二尖瓣介入治疗的操作者和机构建议要求,"美国胸外科协会(AATS,American Association for Thoracic Surgery)",站内免费下载,https://guide.medlive.cn/guideline/20893
2020 ACOG实践简报：妊娠期甲状腺疾病（No.223）,"美国妇产科医师学会(ACOG,American College of Obstetricians and Gynecologists)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/20907
肿瘤免疫营养治疗指南,中国抗癌协会肿瘤营养与支持治疗专业委员会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/21229
中国结直肠癌早诊早治专家共识,中华医学会肿瘤学分会,有其他版本会员可通过APP阅读,https://guide.medlive.cn/guideline/21066
2020 ACS指南：饮食和体育锻炼进行癌症预防,"美国癌症学会(ACS,American Cancer Society)",第三方数据库下载,https://guide.medlive.cn/guideline/20832
2020 USPSTF建议声明：不健康用药筛查,"美国预防医学工作组(USPSTF,U.S. Preventive Services Task Force)",站内免费下载,https://guide.medlive.cn/guideline/20834
2020 SUR共识声明：肝脏弹性成像（更新版）,"超声放射医师学会(SRU,Society of Radiologists in Ultrasound)",站内免费下载,https://guide.medlive.cn/guideline/20856
2020 WPSI建议：青少年和成年女性焦虑筛查,"女性预防服务倡议(WPSI,Women's Preventive Services Initiative)",站内免费下载,https://guide.medlive.cn/guideline/20934
2020 ADA/ADCES/AAFP共识报告：成人2型糖尿病自我管理教育和支持,"美国糖尿病学会(ADA,American Diabetes Association)",站内免费下载,https://guide.medlive.cn/guideline/20824
2020 TSANZ立场声明：NICU外新生儿慢性肺部疾病呼吸管理,"澳大利亚和新西兰胸科学会(TSANZ,Thoracic Society of Australia and New Zealand)",站内免费下载,https://guide.medlive.cn/guideline/20826
2020 ERC指南：COVID-19（概要）,"欧洲复苏委员会(ERC,European Resuscitation Council)",第三方数据库下载,https://guide.medlive.cn/guideline/20870
2020 欧洲临床共识建议：大疱性表皮松解症的急诊管理,国外皮肤性病相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/20843
2020 APAGE指南：COVID-19流行期间炎症性肠病（IBD）的管理,"亚太地区胃肠病学协会(APAGE,Asian Pacific Association of Gastroenterology)",站内免费下载,https://guide.medlive.cn/guideline/20838
2020 EULAR临时建议：在SARS-CoV-2情况下风湿性和肌肉骨骼疾病的管理,"欧洲抗风湿病联盟(EULAR,The European League Against Rheumatism)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/20846
2020 ESMO建议：COVID-19流行期间肺癌的管理和治疗,"欧洲肿瘤内科学会(ESMO,European Society for Medical Oncology)",站内免费下载,https://guide.medlive.cn/guideline/21068
2020 NICE指南：关节置换术（髋关节，膝关节和肩关节）（NG.157）,"英国国家卫生与临床优化研究所 (NICE,National Institute for Health and Clinical Excellence)",站内免费下载,https://guide.medlive.cn/guideline/20788
2020 UK共识工作组共识声明：糖尿病视网膜病变与黄斑水肿的路径和管理,国外眼科专家协作组（统称）,站内免费下载,https://guide.medlive.cn/guideline/20847
2020 SCA/STS指南：手术室内经食管超声心动图辅助手术决策制定,"美国心血管麻醉医师协会(SCA,Society of Cardiovascular Anesthesiologists)",站内免费下载,https://guide.medlive.cn/guideline/20816
急诊开放性伤口清创缝合术专家共识,中国创伤救治联盟,会员可通过APP阅读,https://guide.medlive.cn/guideline/20913
心脑宁胶囊治疗动脉粥样硬化性心血管疾病临床应用专家共识,中医相关专家组（统称）,站内免费下载,https://guide.medlive.cn/guideline/20821
学龄前儿童（3～6岁）运动指南,学龄前儿童(3～6岁)运动指南编制工作组,站内免费下载,https://guide.medlive.cn/guideline/20782
2019 AIOM指南：癌症患者贫血的管理,"意大利肿瘤医学协会(AIOM,Italian Association of Medical Oncology)",站内免费下载,https://guide.medlive.cn/guideline/20800
2020 ASAM临床实践指南：酒精戒断,"美国成瘾医学会(ASAM,American Society of Addiction Medicine)",站内免费下载,https://guide.medlive.cn/guideline/20830
双胎反向动脉灌注序列征诊治及保健指南（2020）,中国妇幼保健协会双胎妊娠专业委员会,站内免费下载,https://guide.medlive.cn/guideline/20813
止血带的急诊应用专家共识,"中国医师协会急诊医师分会(CHINESE COLLEGE OF EMERGENCY PHYSICANS,CCEP)",站内免费下载,https://guide.medlive.cn/guideline/20774
2020 昆士兰临床指南：呼吸窘迫和CPAP,"昆士兰卫生组织(QLD,Queensland Health)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/20765
2020 AHA科学声明：心脏淀粉样变性的诊断和管理,"美国心脏协会(AHA,American Heart Association)",站内免费下载,https://guide.medlive.cn/guideline/20758
2020 SOGC临床实践指南：孕酮预防自然早产（No.398）,"加拿大妇产科医生协会(SOGC,Society of Obstetricians and Gynaecologists of Canada)",有解读站内免费下载,https://guide.medlive.cn/guideline/20762
2020 ESPGHAN意见书：儿童患者维生素和微量元素状态的评估和解释,"欧洲儿科胃肠病学、肝病学和营养协会(ESPGHAN,European Society for Paediatric Gastroenterology, Hepatology, and Nutrition)",站内免费下载,https://guide.medlive.cn/guideline/20779
2020 APASL实践建议：COVID-19流行期间肝细胞癌的管理,"亚太肝脏研究学会(APASL,Asian-Pacific Association for the Study of the Liver)",站内免费下载,https://guide.medlive.cn/guideline/21978
2020 国际共识指南：慢性胰腺炎患者胰腺癌监测,"国际胰腺病协会(IAP,International Association of Pancreatology)",站内免费下载,https://guide.medlive.cn/guideline/21065
结直肠癌4K腹腔镜手术操作标准专家共识（2020版）,"中国研究型医院学会(CRHA,Chinese Research Hospital Association)",站内免费下载,https://guide.medlive.cn/guideline/21006
基础胰岛素临床应用常见问题指导建议——三十三问,"中华医学会糖尿病学分会(CDS,Chinese Diabetes Society)",会员可通过APP阅读,https://guide.medlive.cn/guideline/21949
晚期胰腺癌介入治疗临床操作指南（试行）( 第四版),国家放射与治疗临床医学研究中心,有其他版本站内免费下载,https://guide.medlive.cn/guideline/21258
多发性骨髓瘤护理实践指南,中华护理学会,站内免费下载,https://guide.medlive.cn/guideline/21203
中国骨肿瘤大手术静脉血栓栓塞症防治专家共识,中华医学会骨科学分会骨肿瘤学组,站内免费下载,https://guide.medlive.cn/guideline/21193
慢性呼吸疾病肺康复护理专家共识,中国护理相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/21192
宏基因组学测序技术在中重症感染中的临床应用专家共识（第一版）,宏基因组学测序技术在中重症感染中的临床应用共识专家组,站内免费下载,https://guide.medlive.cn/guideline/21179
超声引导下甲状腺结节细针穿刺细胞学检查实践指南（2019版）,上海市医学会(ShangHai Medical Association),会员可通过APP阅读,https://guide.medlive.cn/guideline/21103
疫情应激的中医心身调适专家指导意见,"中华中医药学会(CACM,China Association of Chinese Medcine)",站内免费下载,https://guide.medlive.cn/guideline/21044
成人肝脏移植围术期麻醉管理专家共识,中华医学会麻醉学分会,站内免费下载,https://guide.medlive.cn/guideline/21039
口腔颌面头颈部鳞癌超声热化疗中国专家共识,中国肿瘤科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/20930
子宫内膜癌筛查规范建议,妇产科相关专家组（统称）,会员可通过APP阅读,https://guide.medlive.cn/guideline/20914
盆腔器官脱垂的中国诊治指南（2020年版）,中华医学会妇产科学分会妇科盆底学组,有其他版本会员可通过APP阅读,https://guide.medlive.cn/guideline/20891
硫培非格司亭临床应用专家共识,中国临床肿瘤学会抗肿瘤药物安全管理专家委员会(ASMC),站内免费下载,https://guide.medlive.cn/guideline/20889
乙型肝炎病毒母婴传播预防临床指南（2020）,中华医学会妇产科学分会产科学组,有其他版本站内免费下载,https://guide.medlive.cn/guideline/20882
输尿管镜碎石取石术安全共识,中国医促会泌尿健康促进分会,站内免费下载,https://guide.medlive.cn/guideline/20852
HIV感染女性避孕方法选择的中国专家共识,中华医学会计划生育学分会,站内免费下载,https://guide.medlive.cn/guideline/20819
妊娠相关性乳腺癌临床诊治专家共识（2020版）,中华医学会外科学分会,站内VIP下载,https://guide.medlive.cn/guideline/20967
痔诊疗日间手术专家共识（2020年版）,中国普通外科相关专家组（统称）,站内免费下载,https://guide.medlive.cn/guideline/20810
早期妊娠终止后停经诊疗流程的专家共识,妇产科相关专家组（统称）,站内免费下载,https://guide.medlive.cn/guideline/20809
周围神经病理性疼痛诊疗中国专家共识,中国医师协会疼痛科医师分会,站内免费下载,https://guide.medlive.cn/guideline/20791
抗肿瘤药物临床试验中心实验室使用专家共识（2019 版）,"中国抗癌协会(CACA,Chinese Anti-cancer Association)",站内免费下载,https://guide.medlive.cn/guideline/20945
新型冠状病毒肺炎患者康复护理工作指导意见,中国康复医学会(Chinese Association Of Rehabilitation Medicine),站内免费下载,https://guide.medlive.cn/guideline/21018
2020 ACOG委员会意见：青少年和青年女性癫痫的妇科治疗（No.806）,"美国妇产科医师学会(ACOG,American College of Obstetricians and Gynecologists)",站内免费下载,https://guide.medlive.cn/guideline/21433
2020 加拿大高血压指南：难治性高血压的管理,"加拿大高血压教育计划(CHEP,Canadian Hypertension Education Program)",有解读站内免费下载,https://guide.medlive.cn/guideline/21657
2020 ISPD实践建议：处方高质量、目标为导向的腹膜透析,"国际腹膜透析协会(ISPD,International Society for peritoneal dialysis)",有解读第三方数据库下载,https://guide.medlive.cn/guideline/22453
2020 EAN指南：严重，进行性多发性硬化的姑息治疗,"欧洲神经病学学会(EAN,European Academy of Neurology)",站内免费下载,https://guide.medlive.cn/guideline/20744
2020 EAU/ESPU指南建议：儿童日间下尿路症状,"欧洲泌尿外科学会(EAU,European Association of Urology)",站内免费下载,https://guide.medlive.cn/guideline/20748
临床重症与药学超说明书用药专家共识,广东省药学会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/20769
2020 BAUS实践指南：耻骨上导尿（修订版）,"英国泌尿外科医师学会(BAUS,British Association of Urological Surgeons)",站内免费下载,https://guide.medlive.cn/guideline/20736
2020 BSG/RCR/RCP指南：肝活检在临床实践中的应用,"英国胃肠病学会(BSG,British Society of Gastroenterology)",站内免费下载,https://guide.medlive.cn/guideline/20752
2020 专家组共识：心力衰竭患者房颤的管理,国外心血管相关专家小组（统称）,有解读有翻译站内免费下载,https://guide.medlive.cn/guideline/20764
2020 AGA临床实践指南：益生菌在胃肠道疾病管理中的作用,"美国胃肠病协会(AGA,American Gastroenterological Association)",站内免费下载,https://guide.medlive.cn/guideline/20865
2020 第三次国际DCB小组报告：药物涂层球囊治疗冠脉疾病,国际DCB专家小组,有解读站内免费下载,https://guide.medlive.cn/guideline/20755
2020 临床实践指南：儿童肿瘤和造血干细胞移植受者系统性抗真菌预防治疗,国外肿瘤科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/20722
2020 ESGE指南：胃肠动力障碍的内镜管理——第2部分,"欧洲胃肠道内窥镜学会(ESGE,European Society of Gastrointestinal Endoscopy)",有其他版本第三方数据库下载,https://guide.medlive.cn/guideline/20740
2020 JSA指南：过敏性鼻炎,"日本变态反应学会(JSA,Japanese Society of Allergology)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/20759
2020 第4版共识指南：术后恶心呕吐的管理,国外麻醉相关专家组（统称）,有其他版本站内免费下载,https://guide.medlive.cn/guideline/20768
2020 USPSTF建议声明：儿童、青少年和年轻成人预防非法药物应用的初级保健干预,"美国预防医学工作组(USPSTF,U.S. Preventive Services Task Force)",站内免费下载,https://guide.medlive.cn/guideline/20715
2020 欧洲指南：Li-Fraumeni和遗传性TP53相关癌症综合征,国外肿瘤科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/20723
2020 国际共识：倾倒综合征的诊断和管理,国外消化科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/20727
2020 共识指南：四氢生物蝶呤(BH4)缺乏的诊断和治疗,国际神经递质相关疾病工作组,站内免费下载,https://guide.medlive.cn/guideline/20743
2020 JSA指南：职业相关性过敏性疾病,"日本变态反应学会(JSA,Japanese Society of Allergology)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/20747
2020 AAHKS/ASRA/AAOS/THS/TKS实践指南：阿片类药物在全关节置换术中的应用,"美国髋膝关节外科医师协会(AAHKS,American Association of Hip and Knee Surgeons)",站内免费下载,https://guide.medlive.cn/guideline/20948
2020 AAHKS/ASRA/AAOS/THS/TKS实践指南：对乙酰氨基酚在全关节置换术中的应用,"美国髋膝关节外科医师协会(AAHKS,American Association of Hip and Knee Surgeons)",站内免费下载,https://guide.medlive.cn/guideline/21027
2020 ILEP意见书：动物性和植物性膳食蛋白质类型对改善心脏代谢危险因素的影响,"国际血脂专家组(ILEP,International Lipid Expert Panel)",站内免费下载,https://guide.medlive.cn/guideline/21113
2020 循证指南：骨转移经皮微创热消融治疗,国外肿瘤科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/21224
中国儿童肺炎支原体感染实验室诊断规范和临床实践专家共识（2019年）,国家卫生计生委合理用药专家委员会,会员可通过APP阅读,https://guide.medlive.cn/guideline/20742
早产儿支气管肺发育不良临床管理专家共识,中华医学会儿科学分会新生儿学组,会员可通过APP阅读,https://guide.medlive.cn/guideline/20763
幽门螺杆菌感染基层诊疗指南（2019年）,"中华医学会(CMA,Chinese Medical Association)",会员可通过APP阅读,https://guide.medlive.cn/guideline/20733
2020 ERS/ESTS/EACTS/ESTRO指南：恶性胸膜间皮瘤的管理,"欧洲呼吸学会(ERS,European Respiratory Society)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/20700
2020 AFSUMB共识声明和建议：Sonazoid超声造影的临床应用,"亚洲医学和生物学超声学会联合会(AFSUMB,Asian Federation of Societies for Ultrasound in Medicine and Biology)",站内免费下载,https://guide.medlive.cn/guideline/21475
2020 共识文件：2型糖尿病患者心力衰竭的管理,国外心血管相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/20731
2020 ASIPP指南：椎间关节介入治疗在慢性脊柱疼痛管理中的应用,"美国介入疼痛医师协会(ASIPP,American Society of Interventional Pain Physicians)",第三方数据库下载,https://guide.medlive.cn/guideline/21653
2020 CSANZ立场声明：COVID-19流行期间疑似急性冠脉综合征患者的评估,"澳大利亚和新西兰心脏学会(CSANZ,Cardiac Society of Australia and New Zealand)",第三方数据库下载,https://guide.medlive.cn/guideline/21012
创伤性脊柱脊髓损伤康复治疗专家共识（2020版）,中国骨科相关专家小组（统称）,会员可通过APP阅读,https://guide.medlive.cn/guideline/21391
2020 意见书：第二代基因测序技术用于成年费城染色体阳性急性淋巴细胞白血病患者BCR‑ABL1激酶结构域突变检测,国外血液科相关专家小组,站内免费下载,https://guide.medlive.cn/guideline/23098
高温环境战创伤麻醉指南,全军麻醉与复苏学专业委员会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/21535
组织结构分离技术规范化操作中国专家共识（2020版）,中华医学会外科学分会,站内免费下载,https://guide.medlive.cn/guideline/20950
新型冠状病毒肺炎疫情期间广西SPECT/CT工作流程及防控措施专家共识( 2020年制定),广西医学会核医学分会,站内免费下载,https://guide.medlive.cn/guideline/20873
冠状动脉生物可吸收支架临床应用中国专家共识,中华医学会心血管病学分会(Chinese Society of Cardiology),会员可通过APP阅读,https://guide.medlive.cn/guideline/20866
中国女性肿瘤患者生育力保护及保存专家共识,中国肿瘤科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/20828
中国经食道超声心动图探头清洗消毒指南,经食道超声心动图临床应用的中国专家共识专家组,站内免费下载,https://guide.medlive.cn/guideline/20696
中心静脉压急诊临床应用中国专家共识（2020）,"中国医师协会急诊医师分会(CHINESE COLLEGE OF EMERGENCY PHYSICANS,CCEP)",站内免费下载,https://guide.medlive.cn/guideline/20690
2019 EULAR建议：银屑病关节炎的药物治疗（更新版）,"欧洲抗风湿病联盟(EULAR,The European League Against Rheumatism)",有解读有其他版本站内免费下载,https://guide.medlive.cn/guideline/20671
2020 WFSBP指南：性欲倒错障碍的药物治疗,"世界生物精神病学会联合会(WFSBP,World Federation of Societies of Biological Psychiatry)",站内免费下载,https://guide.medlive.cn/guideline/20710
2019 全球红斑痤疮共识组建议：红斑痤疮的诊断，分类和管理,国外皮肤性病相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/21225
2020 SMFM咨询系列#49：剖宫产疤痕妊娠,"母胎医学会(SMFM,Society for Maternal-Fetal Medicine)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/21547
2020 加拿大高血压指南：成人和儿童高血压的诊断，风险评估，预防和治疗,"加拿大高血压教育计划(CHEP,Canadian Hypertension Education Program)",有解读有其他版本站内免费下载,https://guide.medlive.cn/guideline/21654
中国神经外科重症管理专家共识（2020版）,中华医学会神经外科学分会,有其他版本会员可通过APP阅读,https://guide.medlive.cn/guideline/20868
2型糖尿病分级诊疗与质量管理专家共识,"中国研究型医院学会(CRHA,Chinese Research Hospital Association)",站内免费下载,https://guide.medlive.cn/guideline/20651
2020 EAN指南：药物滥用性头痛的管理,"欧洲神经病学学会(EAN,European Academy of Neurology)",站内免费下载,https://guide.medlive.cn/guideline/20663
2020 AACAP临床实践指南：儿童青少年焦虑症的评估和治疗,"美国儿童和青少年精神病学会(AACAP,American Academy of Child and Adolescent Psychiatry)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/20684
2020 SNACC指南：卒中高危患者在非心脏，非神经科手术期间或之后围术期管理,"神经麻醉与重症监护学会(SNACC,Society for Neuroscience in Anesthesiology and Critical Care)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/20672
2020 EMQN最佳实践指南：抗肌萎缩蛋白病的基因检测,"欧洲分子基因诊断质量联盟(EMQN,European Molecular Genetics Quality Network)",站内免费下载,https://guide.medlive.cn/guideline/20659
2020 ASTRO临床实践指南：宫颈癌的放射治疗,"美国放射治疗及肿瘤学会(ASTRO,American Society for Therapeutic Radiology and Oncology)",有解读第三方数据库下载,https://guide.medlive.cn/guideline/20761
2020 CFAS临床实践指南：辅助生殖中血源性病毒感染传播的管理和预防,"加拿大生殖与男科学会(CFAS,Canadian Fertility and Andrology Society)",站内免费下载,https://guide.medlive.cn/guideline/20902
2020 ACR适宜性标准：胰腺囊肿,"美国放射学会(ACR,American College of Radiology)",有解读站内免费下载,https://guide.medlive.cn/guideline/22080
