标题,来源,下载方式,链接
2018 ESUR指南：子宫内膜癌MRI分期（更新）,"欧洲泌尿生殖放射学会(ESUR,European Society of Urogenital Radiology)",站内免费下载,https://guide.medlive.cn/guideline/15956
2018 首部国际共识声明：德朗热综合征的诊断和管理,国外精神科相关专家小组（统称）,有解读站内免费下载,https://guide.medlive.cn/guideline/15963
2018 临床实践指南：α受体阻滞剂治疗单纯性输尿管结石,国外泌尿外科相关专家组（统称）,站内免费下载,https://guide.medlive.cn/guideline/15961
2018 NICE指南：成人类风湿性关节炎的管理（NG.100）,"英国国家卫生与临床优化研究所 (NICE,National Institute for Health and Clinical Excellence)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/15975
2018 甲氨蝶呤治疗幼年特发性关节炎建议,意大利风湿病学研究组,站内免费下载,https://guide.medlive.cn/guideline/15972
2018 NICE指南：成人原发性脑肿瘤和脑转移瘤的管理（NG.99）,"英国国家卫生与临床优化研究所 (NICE,National Institute for Health and Clinical Excellence)",站内免费下载,https://guide.medlive.cn/guideline/15970
2018 EULAR建议：炎性关节炎与骨关节炎患者的体力活动,"欧洲抗风湿病联盟(EULAR,The European League Against Rheumatism)",站内免费下载,https://guide.medlive.cn/guideline/15969
2018 CCO指南：小细胞肺癌的初期管理以及胸部放疗和一线化疗的作用,"加拿大安大略癌症治疗中心(CCO,Cancer Care Ontario)",站内免费下载,https://guide.medlive.cn/guideline/15988
2018 ISACHD共识建议：成人先天性心脏病超声心动图检查,"国际成人先天性心脏病学会(ISACHD,International Society for Adult Congenital Heart Disease)",站内免费下载,https://guide.medlive.cn/guideline/16007
卵巢恶性肿瘤诊断与治疗指南（第四版）,中国抗癌协会妇科肿瘤专业委员会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/15967
2018 AAGBI指南：围手术期血液回收,"大不列颠爱尔兰麻醉学会(AAGBI,Association of Anaesthetists of Great Britain and Ireland)",站内免费下载,https://guide.medlive.cn/guideline/15946
医疗机构处方审核规范,中华人民共和国国家卫生健康委员会,站内免费下载,https://guide.medlive.cn/guideline/15939
全国中西医整合治疗幽门螺杆菌相关“病-证”共识,全国中西医整合幽门螺杆菌处理共识专家组,站内免费下载,https://guide.medlive.cn/guideline/15937
2018 ESMO临床实践指南：成人癌症患者谵妄的管理,"欧洲肿瘤内科学会(ESMO,European Society for Medical Oncology)",有解读有翻译站内免费下载,https://guide.medlive.cn/guideline/15955
2018 USPSTF建议声明：具有非传统危险因素的心血管疾病风险评估,"美国预防医学工作组(USPSTF,U.S. Preventive Services Task Force)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/15964
2018 AASM临床实践指南：应用睡眠活动记录仪评估睡眠障碍和昼夜节律-睡眠-觉醒障碍,"美国睡眠医学会(AASM,American Academy of Sleep Medicine)",有翻译第三方数据库下载,https://guide.medlive.cn/guideline/15974
2018 USPSTF建议声明：应用臂-踝指数进行外周动脉疾病和心血管疾病风险筛查,"美国预防医学工作组(USPSTF,U.S. Preventive Services Task Force)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/15966
2018 专家组建议：支气管线圈内镜下肺减容术,国外呼吸科专家组（统称）,第三方数据库下载,https://guide.medlive.cn/guideline/15979
2018 NICE指南：早期和局部晚期乳腺癌的诊断和管理（NG.101）,"英国国家卫生与临床优化研究所 (NICE,National Institute for Health and Clinical Excellence)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/16005
2017 KASL临床实践指南：肝硬化-腹水及相关并发症,"韩国肝脏病研究学会(KASL,Korean Association for the Study of the Liver)",有翻译有其他版本站内免费下载,https://guide.medlive.cn/guideline/15959
2018 CTFPHC建议：妊娠期间无症状细菌尿的筛查,"加拿大预防保健工作组(CTFPHC,Canadian Task Force on Preventive Health Care)",站内免费下载,https://guide.medlive.cn/guideline/15951
2018 mSMART共识声明：造血干细胞移植治疗多发性骨髓瘤,梅奥医学中心(Mayo Clinic),站内免费下载,https://guide.medlive.cn/guideline/15950
中药药源性肝损伤临床评价技术指导原则,国家药品监督管理局,站内免费下载,https://guide.medlive.cn/guideline/15913
2018 ILROG指南：成淋巴细胞性淋巴瘤,"国际淋巴瘤放射学组(ILROG,International Lymphoma Radiation Oncology Group)",站内免费下载,https://guide.medlive.cn/guideline/16449
2018 欧洲PRM循证意见书：急慢性疼痛患者物理和康复医学专业实践,"欧洲医学专家联盟(EUMS,European Union of Medical Specialists)",第三方数据库下载,https://guide.medlive.cn/guideline/15993
2018 EAA指南：少弱畸形精子症,"欧洲男科学会(EAA,European Academy of Andrology)",第三方数据库下载,https://guide.medlive.cn/guideline/16236
2018 里昂共识：胃食管反流病的诊断,国外消化科相关专家小组（统称）,有其他版本站内免费下载,https://guide.medlive.cn/guideline/17772
2018 BASK国家共识：膝关节半月板损伤的定义，调查与分类,"英国膝关节外科协会(BASK,British Association for Surgery of the Knee)",站内免费下载,https://guide.medlive.cn/guideline/15942
2018 多学科建议：类风湿性关节炎患者足部问题的诊断和治疗,类风湿性关节炎足专家组,站内免费下载,https://guide.medlive.cn/guideline/15953
现代骨盆战伤分级救治的专家共识,中华医学会创伤分会青年委员会,站内免费下载,https://guide.medlive.cn/guideline/15899
2018 日本特发性肺纤维化治疗指南,"日本呼吸学会(JRS,the Japanese Respiratory Society)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/15914
2018 WEO建议：监测间隔选择的结肠镜检查质量要求,"世界内镜组织(WEO,word endoscopy organization)",有解读站内免费下载,https://guide.medlive.cn/guideline/16423
腹壁切口疝诊断和治疗指南（2018 年版）,中华医学会外科学分会疝和腹壁外科学组,有其他版本站内免费下载,https://guide.medlive.cn/guideline/15957
2018 专家共识：致死性家族性失眠症的临床诊断标准,中外致死性家族性失眠症专家组,站内免费下载,https://guide.medlive.cn/guideline/15900
2018 SOGC临床实践指南：多囊卵巢综合征诱导排卵（No.362）,"加拿大妇产科医生协会(SOGC,Society of Obstetricians and Gynaecologists of Canada)",站内免费下载,https://guide.medlive.cn/guideline/15909
2018 ISUOG实践指南：产时超声检查,"国际妇产科超声学会(ISUOG,International Society of Ultrasound in Obstetrics and Gynecology)",有解读第三方数据库下载,https://guide.medlive.cn/guideline/15912
2018 CSCO联合共识：二代测序技术在肿瘤精准医学诊断中的应用（英文版）,"中国临床肿瘤学会(CSCO,Chinese Society of Clinical Oncology)",有其他版本第三方数据库下载,https://guide.medlive.cn/guideline/18151
2018 WHO指南：实施有效行动改善青少年营养,"世界卫生组织(WHO,The World Health Organization)",站内免费下载,https://guide.medlive.cn/guideline/16293
2018 昆士兰临床指南：新生儿呼吸窘迫包括CPAP,"昆士兰卫生组织(QLD,Queensland Health)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/15968
2018 昆士兰临床指南：新生儿复苏,"昆士兰卫生组织(QLD,Queensland Health)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/15954
2018 昆士兰临床指南：引产术（修订版）,"昆士兰卫生组织(QLD,Queensland Health)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/15941
急性缺血性卒中血管内治疗中国指南2018,"中国卒中学会(CSA,Chinese Stroke Association)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/15873
2018 EAACI/GA²LEN/EDF/WAO指南：荨麻疹的定义，分类，诊断和管理,"欧洲变应性反应与临床免疫学会(EAACI,European Academy of Allergy and Clinical Immunology)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/16584
2018 ACOG实践简报：妊娠期血栓栓塞症（No.196）,"美国妇产科医师学会(ACOG,American College of Obstetricians and Gynecologists)",有解读站内免费下载,https://guide.medlive.cn/guideline/15882
2018 日本胃癌筛查指南（更新版）,日本胃癌筛查指南工作组,站内免费下载,https://guide.medlive.cn/guideline/15886
2018 EAST实践管理指南：创伤性膈肌损伤的评估和管理,"美国东部创伤外科学会(EAST,The Eastern Association for the Surgery of Trauma)",站内免费下载,https://guide.medlive.cn/guideline/16099
消化酶制剂在老年人消化不良中应用中国专家共识（2018）,中华医学会老年医学分会,有解读会员可通过APP阅读,https://guide.medlive.cn/guideline/15992
超重或肥胖人群体重管理专家共识及团体标准,中华医学会健康管理学分会,会员可通过APP阅读,https://guide.medlive.cn/guideline/21979
胸外科围手术期出血防治专家共识,"中华医学会胸心血管外科学分会(CSTCS,Chinese Society for Thoracic and Cardiovascular Surgery)",站内免费下载,https://guide.medlive.cn/guideline/19235
复旦大学附属中山医院晚期前列腺癌全身治疗规范（v1.2018）,中国肿瘤科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/16203
前列腺癌新型内分泌治疗安全共识,中国医促会泌尿健康促进分会,站内免费下载,https://guide.medlive.cn/guideline/16188
胰激肽原酶在男性不育中的临床应用专家共识（2018版）,中华医学会男科学分会,站内免费下载,https://guide.medlive.cn/guideline/16093
冠心病合理用药指南（第2版）,国家卫生计生委合理用药专家委员会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/16080
北京市狂犬病暴露预防处置技术指南（试行）,北京市疾病预防控制中心,站内免费下载,https://guide.medlive.cn/guideline/16075
ERAS中国专家共识暨路径管理专家共识（2018）：前列腺癌根治手术部分,中国医师协会麻醉学医师分会,站内免费下载,https://guide.medlive.cn/guideline/16071
乳腺肿瘤整形与乳房重建专家共识（2018年版）,"中国抗癌协会乳腺癌专业委员会(CACA-CBCS,Chinese Anti-Cancer Association, Committee of Breast Cancer Society)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/16014
围绝经期异常子宫出血诊断和治疗专家共识,中华医学会妇产科学分会绝经学组,站内免费下载,https://guide.medlive.cn/guideline/15994
经皮冠状动脉介入治疗围术期非口服抗凝药物临床应用中国专家共识,中华医学会心血管病学分会(Chinese Society of Cardiology),会员可通过APP阅读,https://guide.medlive.cn/guideline/15990
中国良性前列腺增生症经尿道等离子双极电切术治疗指南（2018简化版）,"中国研究型医院学会(CRHA,Chinese Research Hospital Association)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/15944
老年吞咽障碍患者家庭营养管理中国专家共识（2018版）,中国老年医学学会营养与食品安全分会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/15935
2018 N-ECCO共识声明：克罗恩病和溃疡性结肠炎患者的护理,"欧洲克罗恩病和结肠炎组织(ECCO,European Cron\'s and Colitis Organisation)",站内免费下载,https://guide.medlive.cn/guideline/16259
“起搏心电图”专家共识讨论稿（一）,中国医药生物技术协会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/17325
中国胃肠肿瘤外科术后并发症诊断登记规范专家共识（2018版）,中国胃肠肿瘤外科联盟,有解读站内免费下载,https://guide.medlive.cn/guideline/16477
关于新生儿先天性白内障筛查的专家共识,中国妇幼保健协会儿童眼保健专业委员会,站内免费下载,https://guide.medlive.cn/guideline/16757
2018 IDSA/ASM指南：感染性疾病微生物学实验室诊断应用,"美国感染病学会(IDSA,Infectious Diseases Society of America)",有其他版本第三方数据库下载,https://guide.medlive.cn/guideline/16794
2018 SOGC临床实践指南：人工流产（No.360）,"加拿大妇产科医生协会(SOGC,Society of Obstetricians and Gynaecologists of Canada)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/15911
2018 CCNA指南：步态评估,"加拿大老龄神经退行性病变联合会(CCNA,Canadian Consortium on Neurodegeneration in Aging)",站内免费下载,https://guide.medlive.cn/guideline/15916
居家（养护）失智老人评估、康复和照护专家建议,中国老年保健医学研究会,站内免费下载,https://guide.medlive.cn/guideline/16133
居家(养护) 老年人身体健康评估服务标准（草案）,中国老年保健医学研究会,站内免费下载,https://guide.medlive.cn/guideline/16150
2018 EFSUMB指南建议：炎症性肠病患者肠道超声检查,"欧洲生物医学超声学会联盟(EFSUMB,European Federation of Societies for Ultrasound in Medicine and Biology)",第三方数据库下载,https://guide.medlive.cn/guideline/18674
2018 国际共识声明：假性甲状旁腺功能减退症及其相关疾病的诊断和管理,国外内分泌相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/15877
2018 AMMI实践指南：艰难梭菌感染的治疗,"加拿大医学微生物与感染病协会(AMMI,Association of Medical Microbiology and Infectious Disease Canada)",站内免费下载,https://guide.medlive.cn/guideline/16555
2017 JSOG/JMWH指南：激素替代治疗,"日本妇产科学会(JSOG,Japan Society of Obstetrics and Gynecology)",站内免费下载,https://guide.medlive.cn/guideline/15876
2018 ESE/PES临床实践指南：儿童期癌症幸存者下丘脑-垂体疾病和生长障碍,"欧洲内分泌学会(ESE,European Society of Endocrinology)",站内免费下载,https://guide.medlive.cn/guideline/15936
2018 SIE共识建议：放血疗法治疗真性红细胞增多症,"意大利血液学会(SIE,Italian Society of Hematology)",站内免费下载,https://guide.medlive.cn/guideline/15878
2018 EHRA共识：心律失常的性别差异,"欧洲心律学会(EHRA,European Heart Rhythm Association)",有解读站内免费下载,https://guide.medlive.cn/guideline/15888
2018 ESPGHAN/ESPEN/ESPR指南：儿童肠外营养并发症,"欧洲儿科胃肠病学、肝病学和营养协会(ESPGHAN,European Society for Paediatric Gastroenterology, Hepatology, and Nutrition)",站内免费下载,https://guide.medlive.cn/guideline/16028
2018 ESPA指南：儿童术后疼痛的管理,"欧洲儿科麻醉学会(ESPA,European Society for Paediatric Anaesthesiology)",站内免费下载,https://guide.medlive.cn/guideline/17396
2018 SEIMC临床实践指南：曲霉菌引起的侵袭性疾病的管理（概要）,"西班牙临床微生物和传染病学会(SEIMC,Spanish Society of Clinical Microbiologyand Infectious Diseases)",站内免费下载,https://guide.medlive.cn/guideline/15893
成人阻塞性睡眠呼吸暂停多学科诊疗指南,中国医师协会睡眠医学专业委员会,有解读会员可通过APP阅读,https://guide.medlive.cn/guideline/15853
2018 USPSTF建议声明：筛查骨质疏松预防骨折,"美国预防医学工作组(USPSTF,U.S. Preventive Services Task Force)",站内免费下载,https://guide.medlive.cn/guideline/15862
2018 血友病患者择期手术多学科管理建议,国外血液科相关专家小组,站内免费下载,https://guide.medlive.cn/guideline/15859
2018 WEO共识声明：结肠镜检查后以及影像检查后结直肠癌,"世界内镜组织(WEO,word endoscopy organization)",站内免费下载,https://guide.medlive.cn/guideline/15883
中国产科麻醉专家共识（2017）,中华医学会麻醉学分会,有解读有其他版本站内免费下载,https://guide.medlive.cn/guideline/15952
2018 ASBMT立场声明：多发性硬化作为自体造血干细胞移植的适应证,"美国血液与骨髓移植学会(ASBMT,American Society for Blood and Marrow Transplantation)",站内免费下载,https://guide.medlive.cn/guideline/15879
2018 EANM指南：神经母细胞瘤核医学检查,"欧洲核医学协会(EANM,European Association of Nuclear Medicine)",站内免费下载,https://guide.medlive.cn/guideline/15861
急性缺血性脑卒中急诊急救中国专家共识（2018）,中国老年医学学会急诊医学分会,有解读站内免费下载,https://guide.medlive.cn/guideline/15845
2018 SASM指南：成人阻塞性睡眠呼吸暂停患者的术中管理,"麻醉与睡眠医学会(SASM,Society of Anesthesia and Sleep Medicine)",有解读站内免费下载,https://guide.medlive.cn/guideline/15854
2018 ACOG实践简报：妊娠期遗传性易栓症（No.197）,"美国妇产科医师学会(ACOG,American College of Obstetricians and Gynecologists)",有解读有其他版本站内免费下载,https://guide.medlive.cn/guideline/15851
2018 ACOG委员会意见：妊娠期间低剂量阿司匹林的应用（No.743）,"美国妇产科医师学会(ACOG,American College of Obstetricians and Gynecologists)",有解读站内免费下载,https://guide.medlive.cn/guideline/15850
2018 拉丁美洲临床实践指南：系统性红斑狼疮的治疗,"泛美抗风湿联盟(PANLAR,Pan2American League Against Rheumatism)",站内免费下载,https://guide.medlive.cn/guideline/16057
规范肠外营养液配制,"中华医学会肠外肠内营养学分会(CSPEN,Chinese Society for Parenteral and Enteral Nutrition)",站内免费下载,https://guide.medlive.cn/guideline/15920
中国成人原发性免疫性血小板减少症治疗指南（英文版）,中华医学会血液学分会血栓与止血学组,有其他版本站内免费下载,https://guide.medlive.cn/guideline/16304
2018 iwCLL指南：慢性淋巴细胞白血病的诊断，治疗适应证，应答评估和支持治疗,"国际慢性淋巴细胞白血病研讨会(iwCLL,International Workshop on Chronic Lymphocytic Leukemia)",第三方数据库下载,https://guide.medlive.cn/guideline/16414
2018 NICE指南：成人听力损失的评估和管理（NG.98）,"英国国家卫生与临床优化研究所 (NICE,National Institute for Health and Clinical Excellence)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/15811
2018 ESMO临床实践指南：癌症患者腹泻,"欧洲肿瘤内科学会(ESMO,European Society for Medical Oncology)",站内免费下载,https://guide.medlive.cn/guideline/15827
2018 AHA科学声明：复苏教育-改善心脏骤停结局的教育策略,"美国心脏协会(AHA,American Heart Association)",站内免费下载,https://guide.medlive.cn/guideline/15856
2018 国际共识：磨牙症的评估,国外口腔科相关专家组（统称）,站内免费下载,https://guide.medlive.cn/guideline/15894
碘难治性分化型甲状腺癌靶向药物不良反应管理专家共识（2018年版）,"中国临床肿瘤学会(CSCO,Chinese Society of Clinical Oncology)",站内免费下载,https://guide.medlive.cn/guideline/16152
中国康复治疗师岗位能力考核与培训制度专家共识,中国康复医学会(Chinese Association Of Rehabilitation Medicine),站内免费下载,https://guide.medlive.cn/guideline/16061
皮肤科分会银屑病中医治疗专家共识（2017年版）,中华中医药学会皮肤科专业委员会,站内免费下载,https://guide.medlive.cn/guideline/15924
2018 KSID指南：成人社区获得性肺炎抗生素治疗,"韩国感染病学会(KSID,Korean Society of Infectious Diseases)",站内免费下载,https://guide.medlive.cn/guideline/15898
中国过敏性鼻炎诊治指南（英文版）,中华医学会变态反应学分会,站内免费下载,https://guide.medlive.cn/guideline/15863
症状性颅内动脉粥样硬化性狭窄血管内治疗中国专家共识2018,"中国卒中学会(CSA,Chinese Stroke Association)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/15828
中国结直肠癌肝转移诊断和综合治疗指南(2018版),中华医学会外科学分会,有解读有其他版本站内免费下载,https://guide.medlive.cn/guideline/15815
抗菌药物药代动力学/药效学理论临床应用专家共识,中国医药教育协会,会员可通过APP阅读,https://guide.medlive.cn/guideline/15813
2018 昏迷患者应用脑电图和诱发电位检查建议,国外神经内科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/16412
2018 NICE指南：痴呆的评估和管理（NG.97）,"英国国家卫生与临床优化研究所 (NICE,National Institute for Health and Clinical Excellence)",有解读有其他版本站内免费下载,https://guide.medlive.cn/guideline/15795
2018 共识声明：运动疗法和物理干预治疗髌股关节疼痛,国外骨科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/15829
2018 ESVS临床实践指南：动脉血管外科手术后随访,"欧洲血管外科学会(ESVS,The European Society for Vascular Surgery)",站内免费下载,https://guide.medlive.cn/guideline/15843
2018 NASPHAN/ESPHAN意见书：儿童胰腺炎的营养考虑,"北美小儿胃肠病、肝脏病和营养学会(NASPGHAN,North American society for pediatric gastroenterology,Hepatology,and nutrition)",第三方数据库下载,https://guide.medlive.cn/guideline/15848
2018 共识报告：腹腔和盆腔化疗和放射治疗患者的营养,国外肿瘤科相关专家小组（统称）,第三方数据库下载,https://guide.medlive.cn/guideline/15864
2018 第3版国际共识指南：实体器官移植中巨细胞病毒的管理,"移植学会(TTS,The Transplantation Society)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/17394
2017 WSES指南：粘连性小肠梗阻的诊断和管理（更新版）,"世界急诊外科学会(WSES,World Society of Emergency Surgery)",有翻译站内免费下载,https://guide.medlive.cn/guideline/16018
2018 KATRD临床实践指南：慢性阻塞性肺疾病（修订版）,"韩国结核和呼吸疾病学会(KATRD,Korean Academy of Tuberculosis and Respiratory Diseases)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/15830
胸部肿瘤经皮穿刺活检中国专家共识,中国抗癌协会肿瘤介入专家委员会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/15802
下肢深静脉血栓形成介入治疗规范的专家共识（第2版）,中国医师协会介入医师分会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/15790
2018 BSH指南：唐氏综合征一过性白血病的调查和管理,"英国血液病学学会(BSH,British Society for Haematology)",站内免费下载,https://guide.medlive.cn/guideline/15799
2018 多学科专家共识：克罗恩病抗纤维化狭窄治疗的标准化定义，诊断和治疗目标,国外消化科相关专家小组（统称）,第三方数据库下载,https://guide.medlive.cn/guideline/15801
2018 ILAE循证建议：成人和儿童癫痫患者的心理治疗,"国际抗癫痫联盟(ILAE,International League Against Epilepsy)",有翻译站内免费下载,https://guide.medlive.cn/guideline/15805
2018 最佳实践声明：病理学检查作为乳糜泻的诊断工具,国外病理科相关专家组（统称）,站内免费下载,https://guide.medlive.cn/guideline/15822
2018 JBDS-IP指南：糖尿病住院患者的自我管理,"英国糖尿病协会联合住院治疗组(JBDS-IP,Joint British Diabetes Societiesfor Inpatient Care Group)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/15820
2018 CAP临床实践指南：乳腺癌HER2检测,"美国病理学家协会(CAP,College of American Pathologists)",站内免费下载,https://guide.medlive.cn/guideline/15818
2015 ESMO共识：恶性淋巴瘤超高风险患者的管理,"欧洲肿瘤内科学会(ESMO,European Society for Medical Oncology)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/16079
2018 ESPGHAN/ESPEN/ESPR儿童肠外营养指南：钙，磷和镁,"欧洲儿科胃肠病学、肝病学和营养协会(ESPGHAN,European Society for Paediatric Gastroenterology, Hepatology, and Nutrition)",站内免费下载,https://guide.medlive.cn/guideline/16167
2018 SFORL指南：儿童和成人听力检测,"法国耳鼻喉科学会(SFORL,French Society of Otorhinolaryngology)",站内免费下载,https://guide.medlive.cn/guideline/15832
2018 ESPEN指南：老年患者临床营养和水化,"欧洲临床营养和代谢学会(ESPEN,The European Society for Clinical Nutrition and Metabolism)",有解读有其他版本第三方数据库下载,https://guide.medlive.cn/guideline/15971
2018 ESPGHAN/ESPEN/ESPR儿童肠外营养指南：碳水化物,"欧洲儿科胃肠病学、肝病学和营养协会(ESPGHAN,European Society for Paediatric Gastroenterology, Hepatology, and Nutrition)",站内免费下载,https://guide.medlive.cn/guideline/16037
2018 ESPGHAN/ESPEN/ESPR儿童肠外营养指南：静脉通路,"欧洲儿科胃肠病学、肝病学和营养协会(ESPGHAN,European Society for Paediatric Gastroenterology, Hepatology, and Nutrition)",站内免费下载,https://guide.medlive.cn/guideline/16066
2018 ESPGHAN/ESPEN/ESPR儿童肠外营养指南：标准与个体化肠外营养,"欧洲儿科胃肠病学、肝病学和营养协会(ESPGHAN,European Society for Paediatric Gastroenterology, Hepatology, and Nutrition)",站内免费下载,https://guide.medlive.cn/guideline/16074
2018 ESPGHAN/ESPEN/ESPR儿童肠外营养指南：能量,"欧洲儿科胃肠病学、肝病学和营养协会(ESPGHAN,European Society for Paediatric Gastroenterology, Hepatology, and Nutrition)",站内免费下载,https://guide.medlive.cn/guideline/16123
2018 ESPGHAN/ESPEN/ESPR儿童肠外营养指南：液体和电解质,"欧洲儿科胃肠病学、肝病学和营养协会(ESPGHAN,European Society for Paediatric Gastroenterology, Hepatology, and Nutrition)",站内免费下载,https://guide.medlive.cn/guideline/16096
2018 ESPGHAN/ESPEN/ESPR儿童肠外营养指南：组织因素,"欧洲儿科胃肠病学、肝病学和营养协会(ESPGHAN,European Society for Paediatric Gastroenterology, Hepatology, and Nutrition)",站内免费下载,https://guide.medlive.cn/guideline/16083
2018 ESPGHAN/ESPEN/ESPR儿童肠外营养指南：铁和微量元素,"欧洲儿科胃肠病学、肝病学和营养协会(ESPGHAN,European Society for Paediatric Gastroenterology, Hepatology, and Nutrition)",站内免费下载,https://guide.medlive.cn/guideline/16130
2018 ESPGHAN/ESPEN/ESPR儿童肠外营养指南：氨基酸,"欧洲儿科胃肠病学、肝病学和营养协会(ESPGHAN,European Society for Paediatric Gastroenterology, Hepatology, and Nutrition)",站内免费下载,https://guide.medlive.cn/guideline/16175
2018 ESPGHAN/ESPEN/ESPR/CSPEN儿童肠外营养指南：家庭静脉营养,"欧洲儿科胃肠病学、肝病学和营养协会(ESPGHAN,European Society for Paediatric Gastroenterology, Hepatology, and Nutrition)",站内免费下载,https://guide.medlive.cn/guideline/16182
2018 ESPGHAN/ESPEN/ESPR/CSPEN儿童肠外营养指南：维生素,"欧洲儿科胃肠病学、肝病学和营养协会(ESPGHAN,European Society for Paediatric Gastroenterology, Hepatology, and Nutrition)",有翻译站内免费下载,https://guide.medlive.cn/guideline/16215
2018 ESPGHAN/ESPEN/ESPR/CSPEN儿童肠外营养指南：脂类,"欧洲儿科胃肠病学、肝病学和营养协会(ESPGHAN,European Society for Paediatric Gastroenterology, Hepatology, and Nutrition)",站内免费下载,https://guide.medlive.cn/guideline/16254
2017 JSGE临床指南：原发性硬化性胆管炎,"日本胃肠病学会(JSGE,Japanese Society of Gastroenterology)",有翻译站内免费下载,https://guide.medlive.cn/guideline/15881
2018 CNGOF/HAS临床实践指南：子宫内膜异位症的管理,"法国国家妇产科医生协会(CNGOF,collège national des gynécologues et obstétriciens francais)",有解读站内免费下载,https://guide.medlive.cn/guideline/15840
卧床患者常见并发症护理专家共识,中华护理学会,站内免费下载,https://guide.medlive.cn/guideline/16021
中国老年乳腺癌治疗专家共识（2018）,中国肿瘤科相关专家小组（统称）,有其他版本站内免费下载,https://guide.medlive.cn/guideline/15787
2018 ATS临床实践指南：原发性纤毛运动障碍的诊断,"美国胸科学会(ATS,American Thoracic Society)",第三方数据库下载,https://guide.medlive.cn/guideline/15783
2018 AASM意见书：成人梦魇症的治疗,"美国睡眠医学会(AASM,American Academy of Sleep Medicine)",有其他版本第三方数据库下载,https://guide.medlive.cn/guideline/16036
2017 KSThR指南：甲状腺射频消融治疗,"韩国甲状腺放射学会(KSThR,Korean Society of Thyroid Radiology)",站内免费下载,https://guide.medlive.cn/guideline/15889
2018 ABN/BASH/SBNS/RCO共识指南：特发性颅内压增高的管理,"英国神经病医师协会(ABN,Association of British Neurologists)",站内免费下载,https://guide.medlive.cn/guideline/15784
2018 多学科专家共识：肾细胞癌骨转移的管理,"国际肾癌联盟(IKCC,International Kidney Cancer Coalition)",站内免费下载,https://guide.medlive.cn/guideline/15791
中国原发性肝癌诊断和治疗指南（2017版）-英文版,中华人民共和国国家卫生健康委员会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/16587
2018 1型糖尿病患者起始应用Afrezza吸入式胰岛素建议,国外内分泌相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/15797
中国肝细胞癌经动脉化疗栓塞治疗临床实践指南（2018版）,中国医师协会介入医师分会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/15826
中华人民共和国卫生行业标准：7岁～18岁儿童青少年血压偏高筛查届值（WS/T 610—2018）,中华人民共和国国家卫生健康委员会,站内免费下载,https://guide.medlive.cn/guideline/16209
2018 JAS声明：恰当应用PCSK9抑制剂,"日本动脉粥样硬化学会(JAS,Japan Atherosclerosis Society)",站内免费下载,https://guide.medlive.cn/guideline/15804
我国过敏性结膜炎诊断和治疗专家共识（2018年）,中华医学会眼科学分会,会员可通过APP阅读,https://guide.medlive.cn/guideline/15766
2018 BTS指南：肺栓塞早期门诊管理,"英国胸科协会(BTS,British Thoracic Society)",站内免费下载,https://guide.medlive.cn/guideline/15781
2018 EHRA共识：危重患者和术后患者心律失常以及心脏电子装置的管理,"欧洲心律学会(EHRA,European Heart Rhythm Association)",站内免费下载,https://guide.medlive.cn/guideline/15785
2018 ISPAD共识声明：糖尿病酮症酸中毒和高血糖高渗状态,"国际儿童青少年糖尿病协会(ISPAD,International Society for Pediatric and Adolescent Diabetes)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/15788
2018 AAN/AES实践指南：新型抗癫痫药的疗效和耐受性,"美国神经病学学会(AAN,American Academy of Neurology)",站内免费下载,https://guide.medlive.cn/guideline/15825
